Gene stable ID	Transcript stable ID	NCBI gene (formerly Entrezgene) ID	Gene name
ENSG00000168461	ENST00000581109	11031	RAB31
ENSG00000168461	ENST00000583137	11031	RAB31
ENSG00000168461	ENST00000435762	11031	RAB31
ENSG00000168461	ENST00000578737	11031	RAB31
ENSG00000168461	ENST00000583921	11031	RAB31
ENSG00000168461	ENST00000580361	11031	RAB31
ENSG00000168461	ENST00000577796	11031	RAB31
ENSG00000168461	ENST00000577371	11031	RAB31
ENSG00000168461	ENST00000580795	11031	RAB31
ENSG00000168461	ENST00000577284	11031	RAB31
ENSG00000218020	ENST00000405864		THAP12P5
ENSG00000220748	ENST00000405827		
ENSG00000241549	ENST00000479900	387036	GUSBP2
ENSG00000241549	ENST00000463434	387036	GUSBP2
ENSG00000241549	ENST00000492832	387036	GUSBP2
ENSG00000270381	ENST00000605137		
ENSG00000248537	ENST00000511310		
ENSG00000253051	ENST00000517242	109616966	SNORA31B
ENSG00000199477	ENST00000362607	677814	SNORA31
ENSG00000273149	ENST00000610057		
ENSG00000228886	ENST00000420693		
ENSG00000283740	ENST00000510838		TAF11L11
ENSG00000214455	ENST00000398357		RCN1P2
ENSG00000248908	ENST00000504339	340107	LINC02239
ENSG00000174032	ENST00000523988	253512	SLC25A30
ENSG00000174032	ENST00000519676	253512	SLC25A30
ENSG00000174032	ENST00000539591	253512	SLC25A30
ENSG00000174032	ENST00000310862	253512	SLC25A30
ENSG00000174032	ENST00000618165	253512	SLC25A30
ENSG00000174032	ENST00000519547	253512	SLC25A30
ENSG00000174032	ENST00000522438	253512	SLC25A30
ENSG00000174032	ENST00000463262	253512	SLC25A30
ENSG00000248223	ENST00000511821		
ENSG00000222037	ENST00000410078		IGLC6
ENSG00000231711	ENST00000609737		LINC00899
ENSG00000231711	ENST00000421538		LINC00899
ENSG00000231711	ENST00000444890		LINC00899
ENSG00000272417	ENST00000607861		
ENSG00000182836	ENST00000377801	345557	PLCXD3
ENSG00000182836	ENST00000328457	345557	PLCXD3
ENSG00000223843	ENST00000431327		EFCAB6-AS1
ENSG00000223843	ENST00000656483		EFCAB6-AS1
ENSG00000227401	ENST00000432310		RPL37P1
ENSG00000285387	ENST00000644023	4722	NDUFS3
ENSG00000285387	ENST00000642535	4722	NDUFS3
ENSG00000285387	ENST00000646816	4722	NDUFS3
ENSG00000285387	ENST00000646011	4722	NDUFS3
ENSG00000285387	ENST00000647250	4722	NDUFS3
ENSG00000285387	ENST00000645714	4722	NDUFS3
ENSG00000285387	ENST00000646736	4722	NDUFS3
ENSG00000285387	ENST00000642975	4722	NDUFS3
ENSG00000285387	ENST00000645945	4722	NDUFS3
ENSG00000285387	ENST00000643947	4722	NDUFS3
ENSG00000285387	ENST00000645876	4722	NDUFS3
ENSG00000285387	ENST00000644568	4722	NDUFS3
ENSG00000285387	ENST00000644026	4722	NDUFS3
ENSG00000272897	ENST00000441563		
ENSG00000272897	ENST00000454607		
ENSG00000272897	ENST00000541176		
ENSG00000231662	ENST00000443504		
ENSG00000213916	ENST00000396818		RPL13P
ENSG00000133878	ENST00000256261	78986	DUSP26
ENSG00000133878	ENST00000523956	78986	DUSP26
ENSG00000133878	ENST00000522982	78986	DUSP26
ENSG00000138944	ENST00000381176	85352	SHISAL1
ENSG00000270762	ENST00000604857		FXYD6P1
ENSG00000236336	ENST00000436283		CDYL-AS1
ENSG00000228882	ENST00000444451		CICP9
ENSG00000269945	ENST00000602396		
ENSG00000270937	ENST00000603854		
ENSG00000223984	ENST00000453465		HNRNPRP1
ENSG00000235637	ENST00000442231		
ENSG00000203546	ENST00000549185		
ENSG00000203546	ENST00000547378		
ENSG00000203546	ENST00000547760		
ENSG00000234973	ENST00000423349	102724264	LINC02658
ENSG00000234973	ENST00000419406	102724264	LINC02658
ENSG00000272142	ENST00000653195	100129461	LYRM4-AS1
ENSG00000272142	ENST00000663198	100129461	LYRM4-AS1
ENSG00000272142	ENST00000671039	100129461	LYRM4-AS1
ENSG00000272142	ENST00000661080	100129461	LYRM4-AS1
ENSG00000272142	ENST00000655306	100129461	LYRM4-AS1
ENSG00000272142	ENST00000661740	100129461	LYRM4-AS1
ENSG00000272142	ENST00000655665	100129461	LYRM4-AS1
ENSG00000272142	ENST00000666739	100129461	LYRM4-AS1
ENSG00000272142	ENST00000606761	100129461	LYRM4-AS1
ENSG00000272142	ENST00000654379	100129461	LYRM4-AS1
ENSG00000272142	ENST00000659006	100129461	LYRM4-AS1
ENSG00000272142	ENST00000666518	100129461	LYRM4-AS1
ENSG00000272142	ENST00000654506	100129461	LYRM4-AS1
ENSG00000272142	ENST00000661051	100129461	LYRM4-AS1
ENSG00000272142	ENST00000657867	100129461	LYRM4-AS1
ENSG00000272142	ENST00000657816	100129461	LYRM4-AS1
ENSG00000272142	ENST00000665374	100129461	LYRM4-AS1
ENSG00000272142	ENST00000607327	100129461	LYRM4-AS1
ENSG00000272142	ENST00000606767	100129461	LYRM4-AS1
ENSG00000233867	ENST00000452667		SLC9B1P3
ENSG00000222460	ENST00000410528		RN7SKP271
ENSG00000252549	ENST00000516740		RNU6-759P
ENSG00000249521	ENST00000503757	101929153	LINC02114
ENSG00000244462	ENST00000374114	10137	RBM12
ENSG00000244462	ENST00000359646	10137	RBM12
ENSG00000244462	ENST00000374104	10137	RBM12
ENSG00000244462	ENST00000424458	10137	RBM12
ENSG00000244462	ENST00000431148	10137	RBM12
ENSG00000244462	ENST00000435161	10137	RBM12
ENSG00000203527	ENST00000458463	101927447	SCUBE1-AS1
ENSG00000248490	ENST00000510512		
ENSG00000248813	ENST00000506865		
ENSG00000233787	ENST00000503762		
ENSG00000248337	ENST00000515727		
ENSG00000287402	ENST00000658254		
ENSG00000286432	ENST00000658670		
ENSG00000258750	ENST00000555388		
ENSG00000211681	ENST00000390327		IGLJ5
ENSG00000250822	ENST00000505158	401177	LINC02111
ENSG00000258958	ENST00000555990		
ENSG00000112763	ENST00000377600	11120	BTN2A1
ENSG00000112763	ENST00000312541	11120	BTN2A1
ENSG00000112763	ENST00000493173	11120	BTN2A1
ENSG00000112763	ENST00000429381	11120	BTN2A1
ENSG00000112763	ENST00000469185	11120	BTN2A1
ENSG00000112763	ENST00000480218	11120	BTN2A1
ENSG00000112763	ENST00000541522	11120	BTN2A1
ENSG00000269927	ENST00000602957		
ENSG00000248426	ENST00000512350		
ENSG00000148482	ENST00000377374	221074	SLC39A12
ENSG00000148482	ENST00000377371	221074	SLC39A12
ENSG00000148482	ENST00000377369	221074	SLC39A12
ENSG00000148482	ENST00000539911	221074	SLC39A12
ENSG00000232655	ENST00000415702	101927526	LINC01656
ENSG00000249941	ENST00000505404		
ENSG00000270000	ENST00000602790		
ENSG00000273797	ENST00000611191		
ENSG00000248145	ENST00000513283		
ENSG00000258683	ENST00000554451		
ENSG00000280011	ENST00000624215		
ENSG00000240376	ENST00000467270		
ENSG00000257986	ENST00000546412		LINC02306
ENSG00000257986	ENST00000657312		LINC02306
ENSG00000286377	ENST00000671652		
ENSG00000196236	ENST00000417688	63929	XPNPEP3
ENSG00000196236	ENST00000482652	63929	XPNPEP3
ENSG00000196236	ENST00000357137	63929	XPNPEP3
ENSG00000196236	ENST00000428799	63929	XPNPEP3
ENSG00000196236	ENST00000465258	63929	XPNPEP3
ENSG00000196236	ENST00000614001	63929	XPNPEP3
ENSG00000251654	ENST00000505040		
ENSG00000254917	ENST00000533484		OR7E15P
ENSG00000253685	ENST00000517498		MTND5P41
ENSG00000276332	ENST00000621823		
ENSG00000165389	ENST00000298130	171546	SPTSSA
ENSG00000250455	ENST00000514638		
ENSG00000167034	ENST00000380871	4824	NKX3-1
ENSG00000167034	ENST00000523261	4824	NKX3-1
ENSG00000250667	ENST00000505444		
ENSG00000286673	ENST00000654291		
ENSG00000284898	ENST00000642850	728635	
ENSG00000251629	ENST00000502427	105374676	LINC02241
ENSG00000251629	ENST00000514876	105374676	LINC02241
ENSG00000251629	ENST00000659988	105374676	LINC02241
ENSG00000251629	ENST00000660453	105374676	LINC02241
ENSG00000251629	ENST00000669262	105374676	LINC02241
ENSG00000251629	ENST00000668352	105374676	LINC02241
ENSG00000251629	ENST00000662453	105374676	LINC02241
ENSG00000251629	ENST00000661226	105374676	LINC02241
ENSG00000251629	ENST00000666246	105374676	LINC02241
ENSG00000251629	ENST00000657737	105374676	LINC02241
ENSG00000251629	ENST00000660211	105374676	LINC02241
ENSG00000251629	ENST00000654483	105374676	LINC02241
ENSG00000251629	ENST00000667733	105374676	LINC02241
ENSG00000251629	ENST00000667230	105374676	LINC02241
ENSG00000251629	ENST00000664874	105374676	LINC02241
ENSG00000251629	ENST00000663927	105374676	LINC02241
ENSG00000251629	ENST00000660427	105374676	LINC02241
ENSG00000251629	ENST00000668593	105374676	LINC02241
ENSG00000251629	ENST00000657383	105374676	LINC02241
ENSG00000251629	ENST00000667696	105374676	LINC02241
ENSG00000251629	ENST00000652820	105374676	LINC02241
ENSG00000251629	ENST00000669224	105374676	LINC02241
ENSG00000251629	ENST00000661443	105374676	LINC02241
ENSG00000251629	ENST00000655570	105374676	LINC02241
ENSG00000251629	ENST00000658934	105374676	LINC02241
ENSG00000251629	ENST00000656233	105374676	LINC02241
ENSG00000251629	ENST00000664411	105374676	LINC02241
ENSG00000251629	ENST00000662556	105374676	LINC02241
ENSG00000251629	ENST00000660411	105374676	LINC02241
ENSG00000251629	ENST00000653469	105374676	LINC02241
ENSG00000251629	ENST00000656809	105374676	LINC02241
ENSG00000251629	ENST00000664930	105374676	LINC02241
ENSG00000251629	ENST00000659352	105374676	LINC02241
ENSG00000251629	ENST00000665740	105374676	LINC02241
ENSG00000251629	ENST00000668829	105374676	LINC02241
ENSG00000251629	ENST00000665750	105374676	LINC02241
ENSG00000251629	ENST00000660152	105374676	LINC02241
ENSG00000251629	ENST00000665164	105374676	LINC02241
ENSG00000251629	ENST00000653395	105374676	LINC02241
ENSG00000251629	ENST00000671578	105374676	LINC02241
ENSG00000251629	ENST00000661358	105374676	LINC02241
ENSG00000251629	ENST00000661008	105374676	LINC02241
ENSG00000251629	ENST00000656908	105374676	LINC02241
ENSG00000251629	ENST00000655312	105374676	LINC02241
ENSG00000251629	ENST00000512688	105374676	LINC02241
ENSG00000251629	ENST00000655853	105374676	LINC02241
ENSG00000251629	ENST00000663691	105374676	LINC02241
ENSG00000251629	ENST00000654310	105374676	LINC02241
ENSG00000251629	ENST00000663898	105374676	LINC02241
ENSG00000251629	ENST00000662082	105374676	LINC02241
ENSG00000251629	ENST00000660596	105374676	LINC02241
ENSG00000251629	ENST00000670749	105374676	LINC02241
ENSG00000251629	ENST00000657864	105374676	LINC02241
ENSG00000251629	ENST00000668363	105374676	LINC02241
ENSG00000251629	ENST00000661497	105374676	LINC02241
ENSG00000251629	ENST00000666245	105374676	LINC02241
ENSG00000251629	ENST00000666241	105374676	LINC02241
ENSG00000251629	ENST00000665726	105374676	LINC02241
ENSG00000251629	ENST00000662354	105374676	LINC02241
ENSG00000251629	ENST00000666214	105374676	LINC02241
ENSG00000251629	ENST00000667015	105374676	LINC02241
ENSG00000251629	ENST00000669525	105374676	LINC02241
ENSG00000251629	ENST00000659281	105374676	LINC02241
ENSG00000251629	ENST00000667653	105374676	LINC02241
ENSG00000251629	ENST00000665581	105374676	LINC02241
ENSG00000251629	ENST00000654633	105374676	LINC02241
ENSG00000267371	ENST00000591378		
ENSG00000285036	ENST00000644898		DHRS4L1
ENSG00000285036	ENST00000642678		DHRS4L1
ENSG00000285036	ENST00000645651		DHRS4L1
ENSG00000285036	ENST00000647295		DHRS4L1
ENSG00000197296	ENST00000396825	128486	FITM2
ENSG00000265939	ENST00000583290		UBE2CP2
ENSG00000259483	ENST00000560296		
ENSG00000132204	ENST00000584090		LINC00470
ENSG00000132204	ENST00000412816		LINC00470
ENSG00000132204	ENST00000577867		LINC00470
ENSG00000132204	ENST00000584492		LINC00470
ENSG00000132204	ENST00000667416		LINC00470
ENSG00000132204	ENST00000578835		LINC00470
ENSG00000132204	ENST00000581430		LINC00470
ENSG00000132204	ENST00000663512		LINC00470
ENSG00000132204	ENST00000660358		LINC00470
ENSG00000132204	ENST00000581212		LINC00470
ENSG00000132204	ENST00000582570		LINC00470
ENSG00000132204	ENST00000580336		LINC00470
ENSG00000132204	ENST00000657121		LINC00470
ENSG00000132204	ENST00000671645		LINC00470
ENSG00000132204	ENST00000661646		LINC00470
ENSG00000132204	ENST00000582862		LINC00470
ENSG00000132204	ENST00000653775		LINC00470
ENSG00000132204	ENST00000658090		LINC00470
ENSG00000132204	ENST00000657423		LINC00470
ENSG00000132204	ENST00000657618		LINC00470
ENSG00000132204	ENST00000653213		LINC00470
ENSG00000132204	ENST00000669242		LINC00470
ENSG00000132204	ENST00000663392		LINC00470
ENSG00000132204	ENST00000666542		LINC00470
ENSG00000132204	ENST00000665133		LINC00470
ENSG00000132204	ENST00000667776		LINC00470
ENSG00000132204	ENST00000660964		LINC00470
ENSG00000132204	ENST00000659289		LINC00470
ENSG00000132204	ENST00000654559		LINC00470
ENSG00000132204	ENST00000661931		LINC00470
ENSG00000132204	ENST00000669153		LINC00470
ENSG00000132204	ENST00000671558		LINC00470
ENSG00000132204	ENST00000660475		LINC00470
ENSG00000132204	ENST00000667225		LINC00470
ENSG00000132204	ENST00000661852		LINC00470
ENSG00000132204	ENST00000657919		LINC00470
ENSG00000132204	ENST00000577403		LINC00470
ENSG00000132204	ENST00000660947		LINC00470
ENSG00000132204	ENST00000661233		LINC00470
ENSG00000132204	ENST00000669312		LINC00470
ENSG00000132204	ENST00000655957		LINC00470
ENSG00000132204	ENST00000659094		LINC00470
ENSG00000258639	ENST00000556608		
ENSG00000259008	ENST00000556602		
ENSG00000258426	ENST00000557709		
ENSG00000259079	ENST00000554427		
ENSG00000226812	ENST00000438702		R3HDML-AS1
ENSG00000226812	ENST00000430481		R3HDML-AS1
ENSG00000285977	ENST00000647648		
ENSG00000284765	ENST00000646442	90668	CARMIL3
ENSG00000284765	ENST00000646194	90668	CARMIL3
ENSG00000284765	ENST00000644899	90668	CARMIL3
ENSG00000284765	ENST00000645304	90668	CARMIL3
ENSG00000147416	ENST00000276390	526	ATP6V1B2
ENSG00000147416	ENST00000523482	526	ATP6V1B2
ENSG00000147416	ENST00000523478	526	ATP6V1B2
ENSG00000147416	ENST00000520830	526	ATP6V1B2
ENSG00000147416	ENST00000519667	526	ATP6V1B2
ENSG00000147416	ENST00000521442	526	ATP6V1B2
ENSG00000170345	ENST00000303562	2353	FOS
ENSG00000170345	ENST00000554617	2353	FOS
ENSG00000170345	ENST00000556324	2353	FOS
ENSG00000170345	ENST00000554212	2353	FOS
ENSG00000170345	ENST00000535987	2353	FOS
ENSG00000170345	ENST00000555242	2353	FOS
ENSG00000170345	ENST00000555686	2353	FOS
ENSG00000170345	ENST00000555672	2353	FOS
ENSG00000170345	ENST00000557139	2353	FOS
ENSG00000170345	ENST00000555347	2353	FOS
ENSG00000229005	ENST00000609152	101927219	HNF4A-AS1
ENSG00000229005	ENST00000452481	101927219	HNF4A-AS1
ENSG00000233376	ENST00000455642		
ENSG00000168746	ENST00000637248	140834	LINC01620
ENSG00000168746	ENST00000415299	140834	LINC01620
ENSG00000168746	ENST00000372910	140834	LINC01620
ENSG00000168746	ENST00000306731	140834	LINC01620
ENSG00000168746	ENST00000623295	140834	LINC01620
ENSG00000168746	ENST00000637248	101927242	LINC01620
ENSG00000168746	ENST00000415299	101927242	LINC01620
ENSG00000168746	ENST00000372910	101927242	LINC01620
ENSG00000168746	ENST00000306731	101927242	LINC01620
ENSG00000168746	ENST00000623295	101927242	LINC01620
ENSG00000284408	ENST00000639581	3809	KIR2DS4
ENSG00000284408	ENST00000639095	3809	KIR2DS4
ENSG00000226243	ENST00000412502		RPL37AP1
ENSG00000124120	ENST00000262605	79183	TTPAL
ENSG00000124120	ENST00000372904	79183	TTPAL
ENSG00000124120	ENST00000372906	79183	TTPAL
ENSG00000124120	ENST00000456317	79183	TTPAL
ENSG00000124120	ENST00000461134	79183	TTPAL
ENSG00000137801	ENST00000397591	7057	THBS1
ENSG00000137801	ENST00000260356	7057	THBS1
ENSG00000137801	ENST00000497720	7057	THBS1
ENSG00000137801	ENST00000466755	7057	THBS1
ENSG00000137801	ENST00000490247	7057	THBS1
ENSG00000137801	ENST00000560894	7057	THBS1
ENSG00000137801	ENST00000484734	7057	THBS1
ENSG00000137801	ENST00000559746	7057	THBS1
ENSG00000284063	ENST00000638891	3812	KIR3DL2
ENSG00000284063	ENST00000639313	3812	KIR3DL2
ENSG00000230105	ENST00000446028		
ENSG00000228004	ENST00000449268		MYCLP2
ENSG00000260046	ENST00000566976		
ENSG00000198414	ENST00000443767		TATDN2P1
ENSG00000226854	ENST00000413763		
ENSG00000258836	ENST00000555466		
ENSG00000251015	ENST00000506633	100874259	SLC25A30-AS1
ENSG00000270456	ENST00000605040		
ENSG00000224054	ENST00000430261		
ENSG00000258966	ENST00000557014		GTF3AP2
ENSG00000133112	ENST00000530705	7178	TPT1
ENSG00000133112	ENST00000616577	7178	TPT1
ENSG00000133112	ENST00000379056	7178	TPT1
ENSG00000133112	ENST00000528619	7178	TPT1
ENSG00000133112	ENST00000529421	7178	TPT1
ENSG00000133112	ENST00000484604	7178	TPT1
ENSG00000133112	ENST00000533567	7178	TPT1
ENSG00000133112	ENST00000490277	7178	TPT1
ENSG00000133112	ENST00000530245	7178	TPT1
ENSG00000133112	ENST00000379060	7178	TPT1
ENSG00000133112	ENST00000379055	7178	TPT1
ENSG00000133112	ENST00000309246	7178	TPT1
ENSG00000133112	ENST00000527226	7178	TPT1
ENSG00000133112	ENST00000442760	7178	TPT1
ENSG00000259051	ENST00000554987		HNRNPUP1
ENSG00000241891	ENST00000492764		RPL9P6
ENSG00000147206	ENST00000395065	56000	NXF3
ENSG00000147206	ENST00000497850	56000	NXF3
ENSG00000147206	ENST00000468528	56000	NXF3
ENSG00000147206	ENST00000470724	56000	NXF3
ENSG00000147206	ENST00000427570	56000	NXF3
ENSG00000147206	ENST00000494300	56000	NXF3
ENSG00000147206	ENST00000460791	56000	NXF3
ENSG00000228318	ENST00000411427		
ENSG00000207503	ENST00000384772		
ENSG00000175985	ENST00000556123	400224	PLEKHD1
ENSG00000175985	ENST00000322564	400224	PLEKHD1
ENSG00000232806	ENST00000415820		
ENSG00000254030	ENST00000519670		IGLC5
ENSG00000154734	ENST00000284984	9510	ADAMTS1
ENSG00000154734	ENST00000517777	9510	ADAMTS1
ENSG00000154734	ENST00000678221	9510	ADAMTS1
ENSG00000154734	ENST00000676955	9510	ADAMTS1
ENSG00000154734	ENST00000677958	9510	ADAMTS1
ENSG00000154734	ENST00000464589	9510	ADAMTS1
ENSG00000154734	ENST00000451462	9510	ADAMTS1
ENSG00000154734	ENST00000679152	9510	ADAMTS1
ENSG00000154734	ENST00000679316	9510	ADAMTS1
ENSG00000154734	ENST00000492656	9510	ADAMTS1
ENSG00000183579	ENST00000544604	84133	ZNRF3
ENSG00000183579	ENST00000402174	84133	ZNRF3
ENSG00000183579	ENST00000406323	84133	ZNRF3
ENSG00000266495	ENST00000585184		
ENSG00000266102	ENST00000580258		
ENSG00000264000	ENST00000578391		
ENSG00000279439	ENST00000624795		
ENSG00000285206	ENST00000646905	114971	PTPMT1
ENSG00000285206	ENST00000645430	114971	PTPMT1
ENSG00000285206	ENST00000643547	114971	PTPMT1
ENSG00000285206	ENST00000647378	114971	PTPMT1
ENSG00000285206	ENST00000645672	114971	PTPMT1
ENSG00000266127	ENST00000582279		ZNF415P1
ENSG00000226808	ENST00000649239	100506835	LINC00840
ENSG00000226808	ENST00000374432	100506835	LINC00840
ENSG00000226808	ENST00000649942	100506835	LINC00840
ENSG00000226808	ENST00000431737	100506835	LINC00840
ENSG00000226808	ENST00000657037	100506835	LINC00840
ENSG00000226808	ENST00000660203	100506835	LINC00840
ENSG00000226808	ENST00000665279	100506835	LINC00840
ENSG00000226808	ENST00000666387	100506835	LINC00840
ENSG00000226808	ENST00000667243	100506835	LINC00840
ENSG00000226808	ENST00000659335	100506835	LINC00840
ENSG00000226808	ENST00000658791	100506835	LINC00840
ENSG00000226808	ENST00000661424	100506835	LINC00840
ENSG00000226808	ENST00000657471	100506835	LINC00840
ENSG00000226808	ENST00000669972	100506835	LINC00840
ENSG00000226808	ENST00000653073	100506835	LINC00840
ENSG00000226808	ENST00000659064	100506835	LINC00840
ENSG00000226808	ENST00000666323	100506835	LINC00840
ENSG00000226808	ENST00000664505	100506835	LINC00840
ENSG00000226808	ENST00000652937	100506835	LINC00840
ENSG00000226808	ENST00000654492	100506835	LINC00840
ENSG00000265477	ENST00000582120		
ENSG00000264924	ENST00000583782		
ENSG00000266105	ENST00000582538		
ENSG00000266251	ENST00000580869		COX6CP3
ENSG00000265413	ENST00000578897		
ENSG00000132824	ENST00000411544	10955	SERINC3
ENSG00000132824	ENST00000255175	10955	SERINC3
ENSG00000132824	ENST00000342374	10955	SERINC3
ENSG00000132824	ENST00000468234	10955	SERINC3
ENSG00000286465	ENST00000668820		
ENSG00000273284	ENST00000609701		
ENSG00000286812	ENST00000666417		
ENSG00000279099	ENST00000623193		
ENSG00000021776	ENST00000156471	9716	AQR
ENSG00000021776	ENST00000543879	9716	AQR
ENSG00000021776	ENST00000559090	9716	AQR
ENSG00000021776	ENST00000559767	9716	AQR
ENSG00000021776	ENST00000560117	9716	AQR
ENSG00000021776	ENST00000558202	9716	AQR
ENSG00000266955	ENST00000592820		
ENSG00000253524	ENST00000518181		
ENSG00000253524	ENST00000523342		
ENSG00000273119	ENST00000609980		
ENSG00000240519	ENST00000486251		
ENSG00000267165	ENST00000586474		CHMP1B-AS1
ENSG00000267039	ENST00000586106	105372069	
ENSG00000254362	ENST00000518031		
ENSG00000230598	ENST00000642091		OR2H4P
ENSG00000230598	ENST00000415595		OR2H4P
ENSG00000224861	ENST00000445822		YBX1P1
ENSG00000260913	ENST00000567609	101927350	LINC01254
ENSG00000260913	ENST00000566225	101927350	LINC01254
ENSG00000253476	ENST00000523840		
ENSG00000217746	ENST00000405326		
ENSG00000219262	ENST00000402553		OR2E1P
ENSG00000266450	ENST00000580524		
ENSG00000248738	ENST00000520914	101929237	
ENSG00000248738	ENST00000511897	101929237	
ENSG00000248738	ENST00000522019	101929237	
ENSG00000275846	ENST00000611708		
ENSG00000275846	ENST00000616994		
ENSG00000284900	ENST00000646317	55709	KBTBD4
ENSG00000284900	ENST00000647201	55709	KBTBD4
ENSG00000284900	ENST00000646479	55709	KBTBD4
ENSG00000284900	ENST00000645388	55709	KBTBD4
ENSG00000284900	ENST00000643762	55709	KBTBD4
ENSG00000284900	ENST00000646580	55709	KBTBD4
ENSG00000284900	ENST00000647177	55709	KBTBD4
ENSG00000284900	ENST00000645299	55709	KBTBD4
ENSG00000284900	ENST00000645171	55709	KBTBD4
ENSG00000284900	ENST00000644548	55709	KBTBD4
ENSG00000231009	ENST00000412710		CUBNP1
ENSG00000176105	ENST00000577961	7525	YES1
ENSG00000176105	ENST00000584307	7525	YES1
ENSG00000176105	ENST00000314574	7525	YES1
ENSG00000176105	ENST00000577611	7525	YES1
ENSG00000176105	ENST00000581960	7525	YES1
ENSG00000223342	ENST00000422310		
ENSG00000224034	ENST00000449457	110806285	LINC02561
ENSG00000203492	ENST00000641739		
ENSG00000203492	ENST00000421799		
ENSG00000119681	ENST00000261978	4053	LTBP2
ENSG00000119681	ENST00000553939	4053	LTBP2
ENSG00000119681	ENST00000554861	4053	LTBP2
ENSG00000119681	ENST00000556690	4053	LTBP2
ENSG00000119681	ENST00000556206	4053	LTBP2
ENSG00000119681	ENST00000557425	4053	LTBP2
ENSG00000243349	ENST00000427229		
ENSG00000248964	ENST00000507496	101929470	
ENSG00000248964	ENST00000517356	101929470	
ENSG00000248964	ENST00000669943	101929470	
ENSG00000272057	ENST00000607026		ANKH-DT
ENSG00000095951	ENST00000491710	3096	HIVEP1
ENSG00000095951	ENST00000487103	3096	HIVEP1
ENSG00000095951	ENST00000379388	3096	HIVEP1
ENSG00000095951	ENST00000442081	3096	HIVEP1
ENSG00000095951	ENST00000478545	3096	HIVEP1
ENSG00000095951	ENST00000484210	3096	HIVEP1
ENSG00000095951	ENST00000399469	3096	HIVEP1
ENSG00000095951	ENST00000627968	3096	HIVEP1
ENSG00000095951	ENST00000541134	3096	HIVEP1
ENSG00000286625	ENST00000658114		
ENSG00000286625	ENST00000668718		
ENSG00000284724	ENST00000641814		
ENSG00000249016	ENST00000505950		
ENSG00000279097	ENST00000623979		
ENSG00000104756	ENST00000221200	54793	KCTD9
ENSG00000104756	ENST00000519665	54793	KCTD9
ENSG00000104756	ENST00000523140	54793	KCTD9
ENSG00000104756	ENST00000522493	54793	KCTD9
ENSG00000104756	ENST00000518067	54793	KCTD9
ENSG00000104756	ENST00000518997	54793	KCTD9
ENSG00000104756	ENST00000523294	54793	KCTD9
ENSG00000104756	ENST00000521458	54793	KCTD9
ENSG00000104756	ENST00000524217	54793	KCTD9
ENSG00000104756	ENST00000520405	54793	KCTD9
ENSG00000104756	ENST00000517914	54793	KCTD9
ENSG00000248118	ENST00000505443	285577	LINC01019
ENSG00000248118	ENST00000662836	285577	LINC01019
ENSG00000228339	ENST00000457220		AMD1P1
ENSG00000228702	ENST00000424552		
ENSG00000254929	ENST00000605970		
ENSG00000254929	ENST00000431840		
ENSG00000285221	ENST00000647071	9362	CPNE6
ENSG00000285221	ENST00000645359	9362	CPNE6
ENSG00000285221	ENST00000642203	9362	CPNE6
ENSG00000285221	ENST00000646867	9362	CPNE6
ENSG00000285221	ENST00000643170	9362	CPNE6
ENSG00000285221	ENST00000645769	9362	CPNE6
ENSG00000285221	ENST00000643771	9362	CPNE6
ENSG00000285221	ENST00000647537	9362	CPNE6
ENSG00000285221	ENST00000646450	9362	CPNE6
ENSG00000285221	ENST00000644346	9362	CPNE6
ENSG00000285221	ENST00000646373	9362	CPNE6
ENSG00000285221	ENST00000645219	9362	CPNE6
ENSG00000285221	ENST00000645593	9362	CPNE6
ENSG00000285221	ENST00000644353	9362	CPNE6
ENSG00000285221	ENST00000642848	9362	CPNE6
ENSG00000285221	ENST00000647147	9362	CPNE6
ENSG00000285221	ENST00000643959	9362	CPNE6
ENSG00000285221	ENST00000646951	9362	CPNE6
ENSG00000285221	ENST00000644012	9362	CPNE6
ENSG00000250668	ENST00000514869	101929261	LINC02123
ENSG00000250668	ENST00000666886	101929261	LINC02123
ENSG00000286254	ENST00000650863		
ENSG00000220702	ENST00000406912		
ENSG00000230571	ENST00000413321		
ENSG00000286741	ENST00000657349		
ENSG00000100266	ENST00000507586	11252	PACSIN2
ENSG00000100266	ENST00000263246	11252	PACSIN2
ENSG00000100266	ENST00000407585	11252	PACSIN2
ENSG00000100266	ENST00000403744	11252	PACSIN2
ENSG00000100266	ENST00000402229	11252	PACSIN2
ENSG00000100266	ENST00000634914	11252	PACSIN2
ENSG00000100266	ENST00000453643	11252	PACSIN2
ENSG00000100266	ENST00000418133	11252	PACSIN2
ENSG00000100266	ENST00000422336	11252	PACSIN2
ENSG00000100266	ENST00000445706	11252	PACSIN2
ENSG00000100266	ENST00000453079	11252	PACSIN2
ENSG00000100266	ENST00000337959	11252	PACSIN2
ENSG00000056097	ENST00000265069	51663	ZFR
ENSG00000056097	ENST00000514356	51663	ZFR
ENSG00000056097	ENST00000502988	51663	ZFR
ENSG00000056097	ENST00000510369	51663	ZFR
ENSG00000056097	ENST00000507465	51663	ZFR
ENSG00000056097	ENST00000505366	51663	ZFR
ENSG00000056097	ENST00000505204	51663	ZFR
ENSG00000172671	ENST00000344646	93550	ZFAND4
ENSG00000172671	ENST00000374371	93550	ZFAND4
ENSG00000172671	ENST00000374370	93550	ZFAND4
