Gene stable ID	Transcript stable ID	NCBI gene (formerly Entrezgene) ID	Gene name
ENSG00000210049	ENST00000387314		MT-TF
ENSG00000211459	ENST00000389680		MT-RNR1
ENSG00000210077	ENST00000387342		MT-TV
ENSG00000210082	ENST00000387347		MT-RNR2
ENSG00000209082	ENST00000386347		MT-TL1
ENSG00000198888	ENST00000361390	4535	MT-ND1
ENSG00000210100	ENST00000387365		MT-TI
ENSG00000210107	ENST00000387372		MT-TQ
ENSG00000210112	ENST00000387377		MT-TM
ENSG00000198763	ENST00000361453	4536	MT-ND2
ENSG00000210117	ENST00000387382		MT-TW
ENSG00000210127	ENST00000387392		MT-TA
ENSG00000210135	ENST00000387400		MT-TN
ENSG00000210140	ENST00000387405		MT-TC
ENSG00000210144	ENST00000387409		MT-TY
ENSG00000198804	ENST00000361624	4512	MT-CO1
ENSG00000210151	ENST00000387416	113219467	MT-TS1
ENSG00000210154	ENST00000387419		MT-TD
ENSG00000198712	ENST00000361739	4513	MT-CO2
ENSG00000210156	ENST00000387421		MT-TK
ENSG00000228253	ENST00000361851	4509	MT-ATP8
ENSG00000198899	ENST00000361899	4508	MT-ATP6
ENSG00000198938	ENST00000362079	4514	MT-CO3
ENSG00000210164	ENST00000387429		MT-TG
ENSG00000198840	ENST00000361227	4537	MT-ND3
ENSG00000210174	ENST00000387439		MT-TR
ENSG00000212907	ENST00000361335	4539	MT-ND4L
ENSG00000198886	ENST00000361381	4538	MT-ND4
ENSG00000210176	ENST00000387441		MT-TH
ENSG00000210184	ENST00000387449		MT-TS2
ENSG00000210191	ENST00000387456		MT-TL2
ENSG00000198786	ENST00000361567	4540	MT-ND5
ENSG00000198695	ENST00000361681	4541	MT-ND6
ENSG00000210194	ENST00000387459		MT-TE
ENSG00000198727	ENST00000361789	4519	MT-CYB
ENSG00000210195	ENST00000387460		MT-TT
ENSG00000210196	ENST00000387461		MT-TP
ENSG00000278457	ENST00000620265		5S_rRNA
ENSG00000271254	ENST00000614336	102724250	
ENSG00000271254	ENST00000612640	102724250	
ENSG00000273947	ENST00000616520	3804	KIR2DL3
ENSG00000273918	ENST00000622649		
ENSG00000276820	ENST00000616175	3802	KIR2DL1
ENSG00000275151	ENST00000614589		
ENSG00000275593	ENST00000613250		KIR3DP1
ENSG00000275593	ENST00000615827		KIR3DP1
ENSG00000277921	ENST00000613676		LILRP1
ENSG00000280538	ENST00000630794		
ENSG00000277554	ENST00000614792	3804	KIR2DL3
ENSG00000273735	ENST00000620501	3812	KIR3DL2
ENSG00000273735	ENST00000612483	3812	KIR3DL2
ENSG00000274826	ENST00000617830	79166	LILRP2
ENSG00000274826	ENST00000617116	79166	LILRP2
ENSG00000274324	ENST00000616914	3809	KIR2DS4
ENSG00000262826	ENST00000576030	65123	INTS3
ENSG00000262826	ENST00000571768	65123	INTS3
ENSG00000262826	ENST00000575952	65123	INTS3
ENSG00000262826	ENST00000576422	65123	INTS3
ENSG00000262826	ENST00000575774	65123	INTS3
ENSG00000262826	ENST00000576641	65123	INTS3
ENSG00000262826	ENST00000575708	65123	INTS3
ENSG00000262826	ENST00000574879	65123	INTS3
ENSG00000262826	ENST00000573844	65123	INTS3
ENSG00000262826	ENST00000571829	65123	INTS3
ENSG00000262826	ENST00000623139	65123	INTS3
ENSG00000280663	ENST00000631244	55251	PCMTD2
ENSG00000280663	ENST00000629502	55251	PCMTD2
ENSG00000280663	ENST00000627852	55251	PCMTD2
ENSG00000280663	ENST00000627415	55251	PCMTD2
ENSG00000280663	ENST00000628846	55251	PCMTD2
ENSG00000280663	ENST00000625337	55251	PCMTD2
ENSG00000280663	ENST00000628717	55251	PCMTD2
ENSG00000280663	ENST00000629544	55251	PCMTD2
ENSG00000280663	ENST00000628501	55251	PCMTD2
ENSG00000280663	ENST00000631339	55251	PCMTD2
ENSG00000280663	ENST00000631154	55251	PCMTD2
ENSG00000280663	ENST00000615818	55251	PCMTD2
ENSG00000280663	ENST00000618274	55251	PCMTD2
ENSG00000273755	ENST00000610360	79166	LILRP2
ENSG00000273755	ENST00000621173	79166	LILRP2
ENSG00000274714	ENST00000611873	3809	KIR2DS4
ENSG00000274807	ENST00000621991	3809	KIR2DS4
ENSG00000274807	ENST00000619816	3809	KIR2DS4
ENSG00000275047	ENST00000614053	3810	KIR2DS5
ENSG00000276885	ENST00000611311	3809	KIR2DS4
ENSG00000278294	ENST00000611690		5_8S_rRNA
ENSG00000281806	ENST00000628655		
ENSG00000281806	ENST00000630903		
ENSG00000281806	ENST00000628712		
ENSG00000274957	ENST00000612783	3809	KIR2DS4
ENSG00000279969	ENST00000625007		
ENSG00000281362	ENST00000630612	339822	LINC01115
ENSG00000274882	ENST00000624011		LINC02109
ENSG00000274882	ENST00000623709		LINC02109
ENSG00000274882	ENST00000626291		LINC02109
ENSG00000274882	ENST00000624110		LINC02109
ENSG00000274882	ENST00000624639		LINC02109
ENSG00000276970	ENST00000622678		
ENSG00000274130	ENST00000621120		
ENSG00000278306	ENST00000613265	3808	KIR2DS3
ENSG00000276779	ENST00000618567	3805	KIR2DL4
ENSG00000278614	ENST00000610427		KIR2DP1
ENSG00000277334	ENST00000611233	9437	NCR1
ENSG00000277334	ENST00000622104	9437	NCR1
ENSG00000277334	ENST00000612744	9437	NCR1
ENSG00000277334	ENST00000616389	9437	NCR1
ENSG00000277334	ENST00000621993	9437	NCR1
ENSG00000277334	ENST00000611122	9437	NCR1
ENSG00000275407	ENST00000618796	3803	KIR2DL2
ENSG00000278731	ENST00000616831	3803	KIR2DL2
ENSG00000278074	ENST00000618297	3805	KIR2DL4
ENSG00000275699	ENST00000618607	3805	KIR2DL4
ENSG00000275699	ENST00000621258	3805	KIR2DL4
ENSG00000275699	ENST00000621773	3805	KIR2DL4
ENSG00000275699	ENST00000621182	3805	KIR2DL4
ENSG00000275511	ENST00000615208	3812	KIR3DL2
ENSG00000275511	ENST00000617684	3812	KIR3DL2
ENSG00000276433	ENST00000617100	115653	KIR3DL3
ENSG00000277272	ENST00000612415	3811	KIR3DL1
ENSG00000277272	ENST00000620450	3811	KIR3DL1
ENSG00000275732	ENST00000616375	3805	KIR2DL4
ENSG00000275732	ENST00000620369	3805	KIR2DL4
ENSG00000278430	ENST00000616354	3805	KIR2DL4
ENSG00000278430	ENST00000620486	3805	KIR2DL4
ENSG00000278430	ENST00000619043	3805	KIR2DL4
ENSG00000278430	ENST00000610662	3805	KIR2DL4
ENSG00000278430	ENST00000617131	3805	KIR2DL4
ENSG00000275786	ENST00000621071	3811	KIR3DL1
ENSG00000275786	ENST00000619931	3811	KIR3DL1
ENSG00000275786	ENST00000620834	3811	KIR3DL1
ENSG00000278805	ENST00000614564	3802	KIR2DL1
ENSG00000273575	ENST00000621484	3805	KIR2DL4
ENSG00000273575	ENST00000613149	3805	KIR2DL4
ENSG00000273575	ENST00000614680	3805	KIR2DL4
ENSG00000273575	ENST00000615396	3805	KIR2DL4
ENSG00000273575	ENST00000621215	3805	KIR2DL4
ENSG00000273575	ENST00000610608	3805	KIR2DL4
ENSG00000277620	ENST00000614190	115653	KIR3DL3
ENSG00000277995	ENST00000611262		
ENSG00000277345	ENST00000613379	3809	KIR2DS4
ENSG00000275751	ENST00000612310		KIR3DP1
ENSG00000275751	ENST00000620236		KIR3DP1
ENSG00000276424	ENST00000618616	3812	KIR3DL2
ENSG00000276424	ENST00000615712	3812	KIR3DL2
ENSG00000275237	ENST00000622348	3805	KIR2DL4
ENSG00000275237	ENST00000619946	3805	KIR2DL4
ENSG00000276858	ENST00000614954	2204	FCAR
ENSG00000276858	ENST00000617762	2204	FCAR
ENSG00000276858	ENST00000622883	2204	FCAR
ENSG00000276858	ENST00000612952	2204	FCAR
ENSG00000276858	ENST00000613199	2204	FCAR
ENSG00000276858	ENST00000621684	2204	FCAR
ENSG00000276858	ENST00000619414	2204	FCAR
ENSG00000276858	ENST00000616248	2204	FCAR
ENSG00000276858	ENST00000613080	2204	FCAR
ENSG00000276858	ENST00000620162	2204	FCAR
ENSG00000276858	ENST00000610786	2204	FCAR
ENSG00000276858	ENST00000615040	2204	FCAR
ENSG00000276858	ENST00000622470	2204	FCAR
ENSG00000277044	ENST00000615600	4987	OPRL1
ENSG00000277044	ENST00000627060	4987	OPRL1
ENSG00000277044	ENST00000625570	4987	OPRL1
ENSG00000276423	ENST00000621353	3811	KIR3DL1
ENSG00000277339	ENST00000612646	2832	NPBWR2
ENSG00000275717	ENST00000619211	3811	KIR3DL1
ENSG00000275717	ENST00000619277	3811	KIR3DL1
ENSG00000275717	ENST00000611230	3811	KIR3DL1
ENSG00000280695	ENST00000630076		
ENSG00000277070	ENST00000622251		LILRP1
ENSG00000277742	ENST00000611675		KIR3DP1
ENSG00000276676	ENST00000615980	3810	KIR2DS5
ENSG00000275938	ENST00000610728	3809	KIR2DS4
ENSG00000277616	ENST00000612069	3802	KIR2DL1
ENSG00000277376	ENST00000611263		KIR2DP1
ENSG00000276518	ENST00000614885		KIR3DP1
ENSG00000277317	ENST00000619995	3804	KIR2DL3
ENSG00000274861	ENST00000616134	79166	LILRP2
ENSG00000274861	ENST00000617148	79166	LILRP2
ENSG00000276258	ENST00000619473	100132285	KIR2DS2
ENSG00000276974	ENST00000610626		
ENSG00000278152	ENST00000622127	100132285	KIR2DS2
ENSG00000278152	ENST00000616462	100132285	KIR2DS2
ENSG00000276876	ENST00000616597	4661	MYT1
ENSG00000276876	ENST00000613234	4661	MYT1
ENSG00000276876	ENST00000630159	4661	MYT1
ENSG00000276876	ENST00000621996	4661	MYT1
ENSG00000276876	ENST00000616648	4661	MYT1
ENSG00000278325	ENST00000616364		LILRP1
ENSG00000276930	ENST00000614255	115653	KIR3DL3
ENSG00000278786	ENST00000614373		KIR3DP1
ENSG00000278786	ENST00000610759		KIR3DP1
ENSG00000275946	ENST00000614018	553128	KIR2DL5B
ENSG00000274189	ENST00000612865	3805	KIR2DL4
ENSG00000274189	ENST00000614427	3805	KIR2DL4
ENSG00000274948	ENST00000613229	3811	KIR3DL1
ENSG00000274339	ENST00000617494		LILRP1
ENSG00000273775	ENST00000613869	3811	KIR3DL1
ENSG00000273775	ENST00000615036	3811	KIR3DL1
ENSG00000277267	ENST00000616869	79166	LILRP2
ENSG00000277267	ENST00000610868	79166	LILRP2
ENSG00000273510	ENST00000615298	3802	KIR2DL1
ENSG00000276501	ENST00000619476	3811	KIR3DL1
ENSG00000276534	ENST00000618890	3813	KIR3DS1
ENSG00000275422	ENST00000617076		
ENSG00000275914	ENST00000618388	3803	KIR2DL2
ENSG00000277176	ENST00000616715		KIR3DP1
ENSG00000277176	ENST00000611586		KIR3DP1
ENSG00000277185	ENST00000619532		
ENSG00000276044	ENST00000621002	3805	KIR2DL4
ENSG00000276044	ENST00000616384	3805	KIR2DL4
ENSG00000276044	ENST00000622350	3805	KIR2DL4
ENSG00000276044	ENST00000612879	3805	KIR2DL4
ENSG00000278207	ENST00000616642	3802	KIR2DL1
ENSG00000276329	ENST00000620959	3811	KIR3DL1
ENSG00000277251	ENST00000622560	3803	KIR2DL2
ENSG00000276379	ENST00000612571	3811	KIR3DL1
ENSG00000275442	ENST00000619672	79166	LILRP2
ENSG00000275442	ENST00000611558	79166	LILRP2
ENSG00000275288	ENST00000616188	3811	KIR3DL1
ENSG00000278704	ENST00000618686		
ENSG00000277725	ENST00000611206	3803	KIR2DL2
ENSG00000274722	ENST00000617354	3812	KIR3DL2
ENSG00000274722	ENST00000612138	3812	KIR3DL2
ENSG00000277484	ENST00000611369	3804	KIR2DL3
ENSG00000276328	ENST00000619074	115653	KIR3DL3
ENSG00000275848	ENST00000614379	3805	KIR2DL4
ENSG00000277650	ENST00000619698	3810	KIR2DS5
ENSG00000273526	ENST00000617783	3809	KIR2DS4
ENSG00000273661	ENST00000614650	3803	KIR2DL2
ENSG00000275433	ENST00000617584	115653	KIR3DL3
ENSG00000274271	ENST00000614716		LILRP1
ENSG00000274676	ENST00000611422	57292	KIR2DL5A
ENSG00000276086	ENST00000617919	115653	KIR3DL3
ENSG00000273738	ENST00000615361	2204	FCAR
ENSG00000273738	ENST00000614689	2204	FCAR
ENSG00000273738	ENST00000613318	2204	FCAR
ENSG00000273738	ENST00000617256	2204	FCAR
ENSG00000273738	ENST00000622737	2204	FCAR
ENSG00000273738	ENST00000617778	2204	FCAR
ENSG00000273738	ENST00000614893	2204	FCAR
ENSG00000273738	ENST00000616046	2204	FCAR
ENSG00000273738	ENST00000610284	2204	FCAR
ENSG00000273738	ENST00000611130	2204	FCAR
ENSG00000273738	ENST00000619073	2204	FCAR
ENSG00000273738	ENST00000611871	2204	FCAR
ENSG00000273738	ENST00000622646	2204	FCAR
ENSG00000277835	ENST00000619022		KIR3DP1
ENSG00000277835	ENST00000621253		KIR3DP1
ENSG00000276985	ENST00000612159	2204	FCAR
ENSG00000276985	ENST00000620397	2204	FCAR
ENSG00000276985	ENST00000615800	2204	FCAR
ENSG00000276985	ENST00000614202	2204	FCAR
ENSG00000276985	ENST00000614226	2204	FCAR
ENSG00000276985	ENST00000617025	2204	FCAR
ENSG00000276985	ENST00000614433	2204	FCAR
ENSG00000276985	ENST00000620956	2204	FCAR
ENSG00000276985	ENST00000615109	2204	FCAR
ENSG00000276985	ENST00000620270	2204	FCAR
ENSG00000276985	ENST00000612505	2204	FCAR
ENSG00000276985	ENST00000618328	2204	FCAR
ENSG00000276985	ENST00000618271	2204	FCAR
ENSG00000275306	ENST00000613951	3806	KIR2DS1
ENSG00000278403	ENST00000622249	3812	KIR3DL2
ENSG00000278403	ENST00000612166	3812	KIR3DL2
ENSG00000277078	ENST00000615996	3809	KIR2DS4
ENSG00000274830	ENST00000610407	3804	KIR2DL3
ENSG00000275112	ENST00000613596		LILRP1
ENSG00000274518	ENST00000613378	100132285	KIR2DS2
ENSG00000275659	ENST00000612933	3811	KIR3DL1
ENSG00000275659	ENST00000620703	3811	KIR3DL1
ENSG00000276013	ENST00000613188		
ENSG00000276004	ENST00000622024	3812	KIR3DL2
ENSG00000276004	ENST00000610507	3812	KIR3DL2
ENSG00000278427	ENST00000615523	3811	KIR3DL1
ENSG00000278427	ENST00000611574	3811	KIR3DL1
ENSG00000274945	ENST00000610911	3805	KIR2DL4
ENSG00000274945	ENST00000619980	3805	KIR2DL4
ENSG00000274945	ENST00000610492	3805	KIR2DL4
ENSG00000274945	ENST00000611437	3805	KIR2DL4
ENSG00000274945	ENST00000613824	3805	KIR2DL4
ENSG00000274193	ENST00000622882	3805	KIR2DL4
ENSG00000274193	ENST00000614599	3805	KIR2DL4
ENSG00000278755	ENST00000619424	3802	KIR2DL1
ENSG00000274724	ENST00000614181	115653	KIR3DL3
ENSG00000274163	ENST00000617102		KIR3DP1
ENSG00000274842	ENST00000618685	79166	LILRP2
ENSG00000274842	ENST00000610968	79166	LILRP2
ENSG00000276307	ENST00000615715		LILRP1
ENSG00000273883	ENST00000618668	79166	LILRP2
ENSG00000273883	ENST00000616378	79166	LILRP2
ENSG00000277355	ENST00000613442	3805	KIR2DL4
ENSG00000277355	ENST00000620905	3805	KIR2DL4
ENSG00000278345	ENST00000622812		
ENSG00000275436	ENST00000620281	553128	KIR2DL5B
ENSG00000274406	ENST00000620669	3809	KIR2DS4
ENSG00000275080	ENST00000617127	3802	KIR2DL1
ENSG00000278821	ENST00000616076	3802	KIR2DL1
ENSG00000278821	ENST00000617376	3802	KIR2DL1
ENSG00000275276	ENST00000616310	3802	KIR2DL1
ENSG00000276035	ENST00000616900		KIR3DP1
ENSG00000273603	ENST00000618071	3806	KIR2DS1
ENSG00000276001	ENST00000619369		LILRP1
ENSG00000277964	ENST00000619848	3805	KIR2DL4
ENSG00000276247	ENST00000617953	79166	LILRP2
ENSG00000276247	ENST00000619288	79166	LILRP2
ENSG00000275596	ENST00000613155	57292	KIR2DL5A
ENSG00000275018	ENST00000625658		
ENSG00000274480	ENST00000612502	115653	KIR3DL3
ENSG00000273922	ENST00000611045	79166	LILRP2
ENSG00000273922	ENST00000618615	79166	LILRP2
ENSG00000274243	ENST00000619479	3810	KIR2DS5
ENSG00000273522	ENST00000621964		KIR2DP1
ENSG00000278414	ENST00000610920	553128	KIR2DL5B
ENSG00000277551	ENST00000620756		U6
ENSG00000274920	ENST00000611451	3811	KIR3DL1
ENSG00000274920	ENST00000621759	3811	KIR3DL1
ENSG00000275608	ENST00000614429	3813	KIR3DS1
ENSG00000275608	ENST00000622416	3813	KIR3DS1
ENSG00000278726	ENST00000617398	3812	KIR3DL2
ENSG00000278726	ENST00000610914	3812	KIR3DL2
ENSG00000274696	ENST00000613666	115653	KIR3DL3
ENSG00000274696	ENST00000613321	115653	KIR3DL3
ENSG00000274788	ENST00000620686	79166	LILRP2
ENSG00000274788	ENST00000614877	79166	LILRP2
ENSG00000275289	ENST00000621268	79166	LILRP2
ENSG00000275289	ENST00000615486	79166	LILRP2
ENSG00000275452	ENST00000616472	100132285	KIR2DS2
ENSG00000275452	ENST00000613017	100132285	KIR2DS2
ENSG00000273881	ENST00000619778		LILRP1
ENSG00000277940	ENST00000610836		
ENSG00000275737	ENST00000617984	100132285	KIR2DS2
ENSG00000278369	ENST00000617853	3804	KIR2DL3
ENSG00000274610	ENST00000621881		KIR3DP1
ENSG00000278481	ENST00000615475	553128	KIR2DL5B
ENSG00000274009	ENST00000613972		
ENSG00000275269	ENST00000613298	2204	FCAR
ENSG00000275269	ENST00000618985	2204	FCAR
ENSG00000275269	ENST00000617766	2204	FCAR
ENSG00000275269	ENST00000620603	2204	FCAR
ENSG00000275269	ENST00000619385	2204	FCAR
ENSG00000275269	ENST00000610397	2204	FCAR
ENSG00000275269	ENST00000618805	2204	FCAR
ENSG00000275269	ENST00000619626	2204	FCAR
ENSG00000275269	ENST00000618082	2204	FCAR
ENSG00000275269	ENST00000620873	2204	FCAR
ENSG00000275269	ENST00000612815	2204	FCAR
ENSG00000275269	ENST00000616340	2204	FCAR
ENSG00000275269	ENST00000620822	2204	FCAR
ENSG00000274942	ENST00000616570		KIR2DP1
ENSG00000278361	ENST00000617666	3812	KIR3DL2
ENSG00000278361	ENST00000620280	3812	KIR3DL2
ENSG00000277163	ENST00000614725	3808	KIR2DS3
ENSG00000273518	ENST00000617680	3811	KIR3DL1
ENSG00000273518	ENST00000619271	3811	KIR3DL1
ENSG00000278086	ENST00000618755	102725023	
ENSG00000277963	ENST00000621249	79166	LILRP2
ENSG00000277963	ENST00000618910	79166	LILRP2
ENSG00000277540	ENST00000612389	3805	KIR2DL4
ENSG00000277540	ENST00000611244	3805	KIR2DL4
ENSG00000277540	ENST00000622365	3805	KIR2DL4
ENSG00000276590	ENST00000611821	3804	KIR2DL3
ENSG00000274556	ENST00000620803	115653	KIR3DL3
ENSG00000275750	ENST00000612504	3802	KIR2DL1
ENSG00000275521	ENST00000616780	9437	NCR1
ENSG00000275521	ENST00000617321	9437	NCR1
ENSG00000275521	ENST00000616935	9437	NCR1
ENSG00000275521	ENST00000614280	9437	NCR1
ENSG00000275521	ENST00000612194	9437	NCR1
ENSG00000275521	ENST00000622541	9437	NCR1
ENSG00000278788	ENST00000631948	22904	SBNO2
ENSG00000278788	ENST00000622719	22904	SBNO2
ENSG00000278788	ENST00000634172	22904	SBNO2
ENSG00000278788	ENST00000631689	22904	SBNO2
ENSG00000278788	ENST00000632999	22904	SBNO2
ENSG00000278788	ENST00000631752	22904	SBNO2
ENSG00000278788	ENST00000631951	22904	SBNO2
ENSG00000278788	ENST00000632777	22904	SBNO2
ENSG00000278788	ENST00000633604	22904	SBNO2
ENSG00000278788	ENST00000631778	22904	SBNO2
ENSG00000278788	ENST00000612198	22904	SBNO2
ENSG00000276595	ENST00000617711	374308	PTCHD3
ENSG00000276595	ENST00000610715	374308	PTCHD3
ENSG00000273517	ENST00000622039	3806	KIR2DS1
ENSG00000281935	ENST00000631855	196385	DNAH10
ENSG00000281935	ENST00000632605	196385	DNAH10
ENSG00000281935	ENST00000631648	196385	DNAH10
ENSG00000281935	ENST00000633424	196385	DNAH10
ENSG00000281935	ENST00000633840	196385	DNAH10
ENSG00000281935	ENST00000631771	196385	DNAH10
ENSG00000274707	ENST00000611411	553128	KIR2DL5B
ENSG00000278710	ENST00000621701	3812	KIR3DL2
ENSG00000278710	ENST00000615318	3812	KIR3DL2
ENSG00000276806	ENST00000610869	115653	KIR3DL3
ENSG00000275336	ENST00000400208		
ENSG00000276777	ENST00000620136		ODAD2P1
ENSG00000273681	ENST00000619084		FAM210CP
ENSG00000278364	ENST00000617488		TRIAP1P1
ENSG00000273501	ENST00000621236		U6
ENSG00000278036	ENST00000612283		U6
ENSG00000274782	ENST00000613580	3802	KIR2DL1
ENSG00000273794	ENST00000615920	3802	KIR2DL1
ENSG00000273794	ENST00000612312	3802	KIR2DL1
ENSG00000273887	ENST00000615739	3804	KIR2DL3
ENSG00000273929	ENST00000617512		U6
ENSG00000276450	ENST00000615309	9437	NCR1
ENSG00000278051	ENST00000617511		KIR3DP1
ENSG00000278442	ENST00000613610	3812	KIR3DL2
ENSG00000278442	ENST00000616626	3812	KIR3DL2
ENSG00000278850	ENST00000620550	3812	KIR3DL2
ENSG00000278850	ENST00000616854	3812	KIR3DL2
ENSG00000275970	ENST00000614298	2204	FCAR
ENSG00000275970	ENST00000619155	2204	FCAR
ENSG00000275970	ENST00000618658	2204	FCAR
ENSG00000275970	ENST00000617510	2204	FCAR
ENSG00000275970	ENST00000620801	2204	FCAR
ENSG00000275970	ENST00000621009	2204	FCAR
ENSG00000275970	ENST00000614917	2204	FCAR
ENSG00000275970	ENST00000613689	2204	FCAR
ENSG00000275970	ENST00000618598	2204	FCAR
ENSG00000275970	ENST00000611018	2204	FCAR
ENSG00000275970	ENST00000612803	2204	FCAR
ENSG00000275970	ENST00000621004	2204	FCAR
ENSG00000275970	ENST00000621755	2204	FCAR
ENSG00000275037	ENST00000621178	3813	KIR3DS1
ENSG00000275037	ENST00000611309	3813	KIR3DS1
ENSG00000275037	ENST00000620731	3813	KIR3DS1
ENSG00000275037	ENST00000615875	3813	KIR3DS1
ENSG00000274851	ENST00000611568		KIR2DP1
ENSG00000273688	ENST00000612178		KIR3DP1
ENSG00000275253	ENST00000614231	100132285	KIR2DS2
ENSG00000278474	ENST00000611628	3812	KIR3DL2
ENSG00000278474	ENST00000613586	3812	KIR3DL2
ENSG00000281486	ENST00000627224	54221	SNTG2
ENSG00000275815	ENST00000611175		KIR2DP1
ENSG00000277570	ENST00000617944		LILRP1
ENSG00000275626	ENST00000619683	3812	KIR3DL2
ENSG00000275626	ENST00000619026	3812	KIR3DL2
ENSG00000276306	ENST00000610961		
ENSG00000278327	ENST00000611990	3804	KIR2DL3
ENSG00000274955	ENST00000619637	3805	KIR2DL4
ENSG00000274955	ENST00000618955	3805	KIR2DL4
ENSG00000274955	ENST00000618013	3805	KIR2DL4
ENSG00000274120	ENST00000617447	79166	LILRP2
ENSG00000274120	ENST00000617950	79166	LILRP2
ENSG00000262647	ENST00000575017	283189	OR9G4
ENSG00000275136	ENST00000616878	2204	FCAR
ENSG00000275136	ENST00000621289	2204	FCAR
ENSG00000275136	ENST00000615703	2204	FCAR
ENSG00000275136	ENST00000614017	2204	FCAR
ENSG00000275136	ENST00000621702	2204	FCAR
ENSG00000275136	ENST00000612150	2204	FCAR
ENSG00000275136	ENST00000619822	2204	FCAR
ENSG00000275136	ENST00000614503	2204	FCAR
ENSG00000275136	ENST00000617814	2204	FCAR
ENSG00000275136	ENST00000622904	2204	FCAR
ENSG00000275136	ENST00000610340	2204	FCAR
ENSG00000275136	ENST00000622777	2204	FCAR
ENSG00000275136	ENST00000615719	2204	FCAR
ENSG00000275795	ENST00000622026		
ENSG00000281107	ENST00000631283		OR5G3
ENSG00000278339	ENST00000617157		KIR2DP1
ENSG00000262268	ENST00000572137		OR9G3P
ENSG00000281313	ENST00000627632		OR5G1P
ENSG00000275937	ENST00000615969	553128	KIR2DL5B
ENSG00000281279	ENST00000627954		OR5G4P
ENSG00000278079	ENST00000610602	3811	KIR3DL1
ENSG00000278079	ENST00000610515	3811	KIR3DL1
ENSG00000262535	ENST00000630430		OR5G5P
ENSG00000262535	ENST00000630494		OR5G5P
ENSG00000262535	ENST00000572860		OR5G5P
ENSG00000262535	ENST00000625370		OR5G5P
ENSG00000276425	ENST00000611495	100132285	KIR2DS2
ENSG00000277885	ENST00000610441	100132285	KIR2DS2
ENSG00000275421	ENST00000621207	3806	KIR2DS1
ENSG00000262025	ENST00000570973		
ENSG00000276011	ENST00000619621	3803	KIR2DL2
ENSG00000263275	ENST00000576306		
ENSG00000281777	ENST00000625734		OR9G2P
ENSG00000275172	ENST00000618920	115653	KIR3DL3
ENSG00000262299	ENST00000572320	343052	
ENSG00000261958	ENST00000573911	390174	OR9G1
ENSG00000277175	ENST00000610345	3811	KIR3DL1
ENSG00000277175	ENST00000616424	3811	KIR3DL1
ENSG00000277552	ENST00000611367	115653	KIR3DL3
ENSG00000262767	ENST00000572295		GEMIN2P1
ENSG00000281683	ENST00000625745		
ENSG00000277657	ENST00000611193	3808	KIR2DS3
ENSG00000262191	ENST00000571130	504191	OR9G9
ENSG00000261992	ENST00000576342	57459	GATAD2B
ENSG00000281839	ENST00000631340	101927120	LINC02735
ENSG00000275035	ENST00000632320	80212	CCDC92
ENSG00000275035	ENST00000632497	80212	CCDC92
ENSG00000275035	ENST00000632401	80212	CCDC92
ENSG00000275035	ENST00000631749	80212	CCDC92
ENSG00000275035	ENST00000614047	80212	CCDC92
ENSG00000275035	ENST00000633908	80212	CCDC92
ENSG00000275035	ENST00000633097	80212	CCDC92
ENSG00000275035	ENST00000633868	80212	CCDC92
ENSG00000275035	ENST00000631954	80212	CCDC92
ENSG00000275513	ENST00000611573	115653	KIR3DL3
ENSG00000273498	ENST00000611434	3805	KIR2DL4
ENSG00000273498	ENST00000620961	3805	KIR2DL4
ENSG00000282507	ENST00000631812		
ENSG00000274106	ENST00000612101		
ENSG00000277976	ENST00000618429		KRT18P40
ENSG00000279974	ENST00000624528		
ENSG00000278780	ENST00000619540	80264	ZNF430
ENSG00000278780	ENST00000624457	80264	ZNF430
ENSG00000278780	ENST00000623534	80264	ZNF430
ENSG00000278780	ENST00000623260	80264	ZNF430
ENSG00000278780	ENST00000625163	80264	ZNF430
ENSG00000278780	ENST00000627644	80264	ZNF430
ENSG00000276324	ENST00000613200		
ENSG00000277240	ENST00000620500		LILRP1
ENSG00000273955	ENST00000616543		KIR2DP1
ENSG00000275021	ENST00000622103		U6
ENSG00000276197	ENST00000619317		
ENSG00000274917	ENST00000611446	100008587	RNA5-8SN5
ENSG00000273730	ENST00000619779		5_8S_rRNA
ENSG00000273937	ENST00000614535		
ENSG00000274449	ENST00000614334		
ENSG00000279318	ENST00000623039		
ENSG00000278091	ENST00000623898	7639	ZNF85
ENSG00000278091	ENST00000625004	7639	ZNF85
ENSG00000278091	ENST00000615882	7639	ZNF85
ENSG00000278091	ENST00000624588	7639	ZNF85
ENSG00000278091	ENST00000624369	7639	ZNF85
ENSG00000278091	ENST00000615320	7639	ZNF85
ENSG00000278091	ENST00000615413	7639	ZNF85
ENSG00000278091	ENST00000623537	7639	ZNF85
ENSG00000278091	ENST00000613159	7639	ZNF85
ENSG00000278091	ENST00000612293	7639	ZNF85
ENSG00000278329	ENST00000619614		KIR2DP1
ENSG00000263130	ENST00000577143		
ENSG00000274108	ENST00000617593	3804	KIR2DL3
ENSG00000263163	ENST00000575439	11000	SLC27A3
ENSG00000263163	ENST00000623839	11000	SLC27A3
ENSG00000263163	ENST00000574889	11000	SLC27A3
ENSG00000263163	ENST00000575951	11000	SLC27A3
ENSG00000263163	ENST00000573307	11000	SLC27A3
ENSG00000263163	ENST00000570870	11000	SLC27A3
ENSG00000263163	ENST00000576845	11000	SLC27A3
