Gene_ID,Genebank
gene17879,100697244
gene17880,100697509
gene17881,100697780
gene17882,109204576
gene17883,102077089
gene17884,100694770
gene17885,100698044
gene17886,102077394
gene17887,100695028
gene17889,100698311
gene17890,102077672
gene17891,100698570
gene17896,100695560
gene17898,100698843
gene17899,100695827
gene17900,100696085
gene17901,100696350
gene17902,100699113
gene17904,100696614
gene17905,102078746
gene17908,100699380
gene17909,100696879
gene17910,100699652
gene17911,100699919
gene17912,100700187
gene17913,100697145
gene17914,102080247
gene17915,100697414
gene17916,100697680
gene17917,100697943
gene17918,100698215
gene17919,100700463
gene17920,100698478
gene17922,100700731
gene17923,100701000
gene17924,100701275
gene17925,100701546
gene17926,100701818
gene17927,100698748
gene17929,100702090
gene17930,100702353
gene17932,100699019
gene17936,100699288
gene17937,100534511
gene17938,100702892
gene17939,100534555
gene17940,102083062
gene17944,102083195
gene17947,100699825
gene17948,100703430
gene17950,100703707
gene17951,100703974
gene17952,100700091
gene17956,100700363
gene17957,100700638
gene17958,100700901
gene17959,100701180
gene17961,106098174
gene17962,109204450
gene17964,109204427
gene17965,102076796
gene17966,100701997
gene17967,100702261
gene17968,100704245
gene17969,109194522
gene17970,100702798
gene17971,109194514
gene17972,102080023
gene17973,100709402
gene17974,112848306
gene17975,109204428
gene17976,100696240
gene17977,100695714
gene17978,109204447
gene17980,102079812
gene17981,106097401
gene17982,100695451
gene17983,100695189
gene17984,100694918
gene17985,100694656
gene17986,102080448
gene17988,100694118
gene17989,109204452
gene17990,100703505
gene17993,109204429
gene17995,100711088
gene17997,100712315
gene17998,100712047
gene17999,112848298
gene18000,109195153
gene18003,100711782
gene18004,109195155
gene18007,100711238
gene18008,100710970
gene18009,100710705
gene18010,100710439
gene18012,100710177
gene18013,102080679
gene18014,100709911
gene18015,100709638
gene18016,102080147
gene18017,109195287
gene18018,100709370
gene18019,100700227
gene18020,102079980
gene18021,100709101
gene18022,112848299
gene18023,109195230
gene18024,109195229
gene18027,100699959
gene18031,100708559
gene18032,100708289
gene18033,100699693
gene18035,100708018
gene18037,100707749
gene18038,100707483
gene18039,100707219
gene18040,100706957
gene18041,100706686
gene18042,100706420
gene18043,100706159
gene18044,100705892
gene18045,100705626
gene18046,100690173
gene18048,102077317
gene18049,100711556
gene18050,100699423
gene18051,100704289
gene18052,100704017
gene18054,100703748
gene18056,102076186
gene18058,100703472
gene18059,102075995
gene18060,100699155
gene18061,100703203
gene18062,100702933
gene18064,100702664
gene18065,100702393
gene18066,100698890
gene18067,100702128
gene18068,100701859
gene18069,106096500
gene18070,100701583
gene18071,100701313
gene18072,100698355
gene18074,100698088
gene18075,100697822
gene18076,100697549
gene18077,100701040
gene18079,100700770
gene18080,100697287
gene18081,100710015
gene18082,100711619
gene18084,100710281
gene18097,100695262
gene18099,100696580
gene18100,112842039
gene18101,100696318
gene18104,100691573
gene18105,100697017
gene18106,102079168
gene18110,102082889
gene18111,112842047
gene18113,109196120
gene18114,100708829
gene18115,109196090
gene18117,100708290
gene18118,100707750
gene18119,102080825
gene18120,100707484
gene18121,100707220
gene18122,112841937
gene18123,100706958
gene18127,100706687
gene18129,100709912
gene18130,100705974
gene18131,100709639
gene18132,102076678
gene18133,100709371
gene18134,109204770
gene18135,100705715
gene18138,109194243
gene18139,100705186
gene18141,102077403
gene18142,102077498
gene18143,100704647
gene18145,112841916
gene18147,100712417
gene18148,100712147
gene18149,100711878
gene18150,100708019
gene18151,100706242
gene18152,100711608
gene18156,100711336
gene18158,100710803
gene18159,100711069
gene18160,100709102
gene18161,100710178
gene18164,109204733
gene18165,106096524
gene18166,102081188
gene18167,102080493
gene18188,109194525
gene18189,100710888
gene18190,102083288
gene18192,100708837
gene18193,100710095
gene18195,102075950
gene18196,102076079
gene18197,102076229
gene18198,100711424
gene18199,100703760
gene18200,100704835
gene18202,100711695
gene18203,100711966
gene18204,109204796
gene18205,100712233
gene18206,100708570
gene18207,100703215
gene18208,100703483
gene18210,100709110
gene18211,102077745
gene18212,100704027
gene18213,100704298
gene18214,112841960
gene18216,100704566
gene18217,102078101
gene18218,100705105
gene18219,102082274
gene18220,100709556
gene18221,100705370
gene18222,100705636
gene18223,100705900
gene18224,102079072
gene18225,102082459
gene18226,100709826
gene18228,100710357
gene18229,100706169
gene18230,100706429
gene18231,100706697
gene18232,109204699
gene18233,100710623
gene18234,100706967
gene18236,100707230
gene18237,102080900
gene18239,100707761
gene18240,100708029
gene18242,106096795
gene18244,100708300
gene18245,100706449
gene18246,100706717
gene18247,100706188
gene18249,100706985
gene18250,109204760
gene18251,106097165
gene18252,109204732
gene18254,100695627
gene18255,112842007
gene18256,109204731
gene18257,102078076
gene18258,102077973
gene18259,102077880
gene18260,109204713
gene18261,109204762
gene18263,106097166
gene18264,102078331
gene18265,102077693
gene18266,102077776
gene18267,112842008
gene18268,102077610
gene18271,109204848
gene18272,112841986
gene18273,102077865
gene18274,109204730
gene18275,112841989
gene18276,112842009
gene18279,112842040
gene18281,109204768
gene18282,102081707
gene18283,100693660
gene18284,100693397
gene18286,100693126
gene18287,100695525
gene18288,102081187
gene18289,100534432
gene18290,100694993
gene18291,100694734
gene18292,100694465
gene18293,102080562
gene18296,102080399
gene18297,100692851
gene18299,100692581
gene18301,100692310
gene18303,112841955
gene18305,100692040
gene18307,100691768
gene18308,100694200
gene18310,109204787
gene18311,100693926
gene18312,100534501
gene18314,100693398
gene18315,102078832
gene18316,100692943
gene18318,100691233
gene18319,102077955
gene18322,100692502
gene18323,100690970
gene18324,100692041
gene18326,109204859
gene18327,102082544
gene18328,106097796
gene18329,102076283
gene18330,109204767
gene18333,102077068
gene18334,109204706
gene18337,100690703
gene18338,100690426
gene18339,102076404
gene18340,100690159
gene18341,100691769
gene18342,100691502
gene18343,100689896
gene18344,100712514
gene18345,100712245
gene18346,109204700
gene18347,112841943
gene18351,109204729
gene18354,109204840
gene18355,106097077
gene18357,100711977
gene18358,100691234
gene18359,100690971
gene18360,100711709
gene18362,100534467
gene18363,100690427
gene18365,100711438
gene18367,102082850
gene18369,100711168
gene18370,100710903
gene18371,100710638
gene18372,100689897
gene18374,100710372
gene18377,102081706
gene18380,100712515
gene18382,100710110
gene18383,100712246
gene18384,100709843
gene18385,100711978
gene18386,100711710
gene18387,100711439
gene18388,109204856
gene18389,100704123
gene18393,109204869
gene18394,109204793
gene18395,109204792
gene18397,100704657
gene18398,112842030
gene18399,100704929
gene18402,112842013
gene18404,102082902
gene18406,100709572
gene18407,100709305
gene18408,102079907
gene18409,100710986
gene18410,100709032
gene18411,102079560
gene18412,109204864
gene18413,109204863
gene18416,100710719
gene18419,102079257
gene18420,100709929
gene18421,102078762
gene18422,100709655
gene18423,100709387
gene18424,100709118
gene18425,100708846
gene18426,100708763
gene18428,100708493
gene18429,109204785
gene18430,109204784
gene18431,109204786
gene18432,100707954
gene18433,106097853
gene18434,100708578
gene18435,100708225
gene18436,100707684
gene18437,100707416
gene18439,100707148
gene18440,100706887
gene18442,100708309
gene18445,100708039
gene18446,100706613
gene18447,100706345
gene18448,100706081
gene18449,100705818
gene18450,100705554
gene18452,102081903
gene18454,100705288
gene18455,100705021
gene18456,100704751
gene18457,100704483
gene18458,100703943
gene18460,100703674
gene18461,102077052
gene18462,100703397
gene18464,100702592
gene18465,100707587
gene18466,100702324
gene18467,100698280
gene18468,100698011
gene18469,100697747
gene18470,100697478
gene18471,100707324
gene18472,100697213
gene18473,100696946
gene18475,100706705
gene18476,100696680
gene18477,100696415
gene18478,109204839
gene18479,100706178
gene18481,100696149
gene18482,100705909
gene18483,100705645
gene18485,100695890
gene18486,100695622
gene18487,100695361
gene18488,100695094
gene18490,100694835
gene18491,100694568
gene18492,100694298
gene18493,100694022
gene18494,100705380
gene18495,106098298
gene18496,100704656
gene18497,100693753
gene18498,100693491
gene18499,100693216
gene18501,100692945
gene18502,100692672
gene18503,100692399
gene18505,100692128
gene18506,100704389
gene18508,100691860
gene18509,100691592
gene18510,100691320
gene18511,102080800
gene18512,100691053
gene18513,100690786
gene18515,100704122
gene18516,102079852
gene18517,100690512
gene18518,100690244
gene18520,100689980
gene18521,100689710
gene18522,100703854
gene18523,100712332
gene18524,100703582
gene18525,100712063
gene18526,100711797
gene18527,100711526
gene18528,100711254
gene18529,100703311
gene18532,100710988
gene18533,102077541
gene18535,102076914
gene18536,100703040
gene18537,100710721
gene18538,100710454
gene18539,102076745
gene18540,100702773
gene18541,100702502
gene18542,100710196
gene18543,100534440
gene18544,102075731
gene18545,100709931
gene18546,100709657
gene18547,100701787
gene18548,100709389
gene18549,100701515
gene18550,100709120
gene18551,100708848
gene18553,100708579
gene18554,100708310
gene18557,100701243
gene18558,100700465
gene18560,100700966
gene18561,100707771
gene18562,100700698
gene18563,100707502
gene18564,100707239
gene18565,100700429
gene18566,100700153
gene18567,100699886
gene18568,100706974
gene18569,100699623
gene18570,100699350
gene18571,100699083
gene18573,100706706
gene18574,100706438
gene18575,100706179
gene18576,100705910
gene18577,100705646
gene18578,100705381
gene18579,100705114
gene18580,100704845
gene18581,100704576
gene18582,100704308
gene18583,100704037
gene18584,100703771
gene18587,100703495
gene18588,100703225
gene18589,100702686
gene18590,100702415
gene18591,100702149
gene18592,100534487
gene18595,100701879
gene18596,100698009
gene18597,100697745
gene18598,100697476
gene18599,100701604
gene18600,100697211
gene18601,100696943
gene18602,100701333
gene18603,100701060
gene18604,100700791
gene18605,100696677
gene18606,100700527
gene18607,100700249
gene18608,100699980
gene18609,102075793
gene18610,100699715
gene18611,102076184
gene18612,100696412
gene18613,106098252
gene18614,100696147
gene18615,100699178
gene18616,102083126
gene18618,100695712
gene18619,100695448
gene18620,100698911
gene18621,100698642
gene18622,100698377
gene18623,100694992
gene18625,100698110
gene18626,100697845
gene18627,102081739
gene18628,100694733
gene18629,100697573
gene18630,100697310
gene18631,100534405
gene18632,100694199
gene18633,100697038
gene18634,100696770
gene18635,100696503
gene18636,102080735
gene18637,102082513
gene18638,109194534
gene18639,106098244
gene18640,102082421
gene18641,112841981
gene18642,109204844
gene18643,102079771
gene18644,109204715
gene18646,112842014
gene18647,109204716
gene18648,106097515
gene18649,109204717
gene18650,106098667
gene18653,109204718
gene18654,102080004
gene18655,102080087
gene18656,100696238
gene18658,102079633
gene18659,109204821
gene18660,109204719
gene18661,109204822
gene18665,102080724
gene18666,109204720
gene18667,100692907
gene18668,102076491
gene18669,106098739
gene18670,102075851
gene18671,100703459
gene18672,100692637
gene18673,109204826
gene18674,100703190
gene18677,100702920
gene18678,100702652
gene18681,100692364
gene18683,100692092
gene18684,100702381
gene18685,100702117
gene18686,100701845
gene18687,100691824
gene18688,100701391
gene18690,100700493
gene18691,100700929
gene18692,100700216
gene18693,100699947
gene18694,100691556
gene18695,100699682
gene18696,100699412
gene18697,100699145
gene18698,109204798
gene18699,100691285
gene18700,100698344
gene18702,100691020
gene18703,100698077
gene18704,100697440
gene18706,100690479
gene18707,100690753
gene18708,100697173
gene18709,100696907
gene18710,100696641
gene18711,102077656
gene18712,100690211
gene18713,100696377
gene18714,100689946
gene18715,100712564
gene18716,100712299
gene18717,100712032
gene18718,100711767
gene18719,100696113
gene18720,100695679
gene18721,112841941
gene18722,100711494
gene18724,102076403
gene18726,100711222
gene18727,100710954
gene18728,100710688
gene18730,100710423
gene18731,112841966
gene18732,109194225
gene18734,109204721
gene18735,112842019
gene18736,100709896
gene18737,100694967
gene18739,100709625
gene18740,100709357
gene18742,100709088
gene18743,100694708
gene18744,100708818
gene18745,100708549
gene18747,100694437
gene18748,100708280
gene18749,100694172
gene18750,102081773
gene18751,100693898
gene18752,100693453
gene18753,100693010
gene18754,100708009
gene18755,100707740
gene18756,100707474
gene18757,100692737
gene18758,100707210
gene18759,102080000
gene18760,100692468
gene18761,100691823
gene18763,100706946
gene18764,100706675
gene18765,100706407
gene18766,100706146
gene18767,100705879
gene18768,100691555
gene18769,100705614
gene18770,100705348
gene18771,100691284
gene18772,100705083
gene18774,100704811
gene18775,100691019
gene18776,100690587
gene18777,100704542
gene18778,100690317
gene18779,102077626
gene18780,100704275
gene18781,100704003
gene18782,102077288
gene18785,100708240
gene18786,100707969
gene18788,100703684
gene18789,100708507
gene18790,100708777
gene18791,100694312
gene18792,100705832
gene18793,100709045
gene18796,109204711
gene18797,102076048
gene18798,100709319
gene18799,100708506
gene18800,100709586
gene18802,100709857
gene18803,100690530
gene18804,100710124
gene18805,100692413
gene18806,100710386
gene18807,100710651
gene18808,100696333
gene18809,100698391
gene18810,100710917
gene18811,100711182
gene18812,100711454
gene18813,100711726
gene18814,100704139
gene18815,100711995
gene18817,102080585
gene18818,100712263
gene18819,100712530
gene18820,100689912
gene18821,102078805
gene18822,100690177
gene18823,100690444
gene18824,100695280
gene18826,100697665
gene18827,100690719
gene18828,100702249
gene18829,100704946
gene18830,102080354
gene18831,102079225
gene18833,100690986
gene18834,100708689
gene18835,100691249
gene18836,100689827
gene18837,100692414
gene18838,100691518
gene18839,100691787
gene18840,100692057
gene18841,100692328
gene18842,100692599
gene18843,100692869
gene18844,100693142
gene18845,100707163
gene18846,100705570
gene18847,100693415
gene18848,106097938
gene18849,100693945
gene18850,100706097
gene18851,102077159
gene18852,100694219
gene18853,100706361
gene18854,100694484
gene18856,102075909
gene18857,100694753
gene18858,100695011
gene18859,100706629
gene18860,100534426
gene18861,100695543
gene18862,100707162
gene18863,100695810
gene18864,100696069
gene18865,100534548
gene18866,100696334
gene18867,100707698
gene18868,100696598
gene18869,100707968
gene18870,102082511
gene18871,102082297
gene18872,100696863
gene18873,102082065
gene18874,100697128
gene18875,100708239
gene18876,100697399
gene18877,102081327
gene18878,100697928
gene18879,112841926
gene18880,100698201
gene18881,100698465
gene18882,100708776
gene18883,100698733
gene18884,100699004
gene18885,100709044
gene18886,100699272
gene18887,102078134
gene18889,100709318
gene18890,100709585
gene18891,100699545
gene18892,100699811
gene18893,100700079
gene18894,100700350
gene18895,100700626
gene18896,102078478
gene18897,100700890
gene18899,100709856
gene18900,100701169
gene18901,100710123
gene18902,109204801
gene18903,100701440
gene18904,102077464
gene18905,100701711
gene18906,100701984
gene18907,100702518
gene18910,100702788
gene18911,100534397
gene18913,109194383
gene18914,100703054
gene18915,100703325
gene18916,100703598
gene18917,100710650
gene18918,100710916
gene18919,100703870
gene18920,100704140
gene18921,100704407
gene18922,102082890
gene18923,100704674
gene18924,100711181
gene18925,100705210
gene18926,100705478
gene18927,109204737
gene18928,100705740
gene18929,100711453
gene18930,102082096
gene18931,109204738
gene18932,109204735
gene18933,109204736
gene18934,100711725
gene18935,100706000
gene18936,100706265
gene18937,100706532
gene18938,100706804
gene18939,100711994
gene18940,100712262
gene18941,109204734
gene18942,100707070
gene18943,100712529
gene18944,100689911
gene18945,100707341
gene18946,100707603
gene18948,109204739
gene18950,100708147
gene18951,100708415
gene18952,102077740
gene18953,100708959
gene18954,100709232
gene18955,100690804
gene18956,100691068
gene18957,100709493
gene18959,100691336
gene18960,100709763
gene18961,100691606
gene18962,100710033
gene18963,109194376
gene18964,109204749
gene18965,100710560
gene18966,106097937
gene18968,100711094
gene18969,100711364
gene18970,100711636
gene18971,100691874
gene18972,100692143
gene18974,102077707
gene18976,100711906
gene18977,100692959
gene18978,100693229
gene18979,100712177
gene18980,100693504
gene18981,102076969
gene18983,100693766
gene18984,100712446
gene18985,100690262
gene18986,100694036
gene18987,100694311
gene18988,100690805
gene18989,100691069
gene18990,112842010
gene18991,109204838
gene18992,100691337
gene18993,100694752
gene18994,100695010
gene18995,100695279
gene18996,100691607
gene18997,100700343
gene18998,100692144
gene18999,100692960
gene19002,100695542
gene19003,100695809
gene19005,100693230
gene19006,100693505
gene19008,100693767
gene19010,100696068
gene19011,100694037
gene19012,100694847
gene19013,100696597
gene19014,100696862
gene19015,100697127
gene19016,100695109
gene19017,100695374
gene19018,102080196
gene19019,100697586
gene19020,100697858
gene19021,100698124
gene19022,102079309
gene19024,100695636
gene19026,100695905
gene19027,100696163
gene19028,100698656
gene19029,100696430
gene19031,100696697
gene19032,100696962
gene19033,100699271
gene19034,100697230
gene19035,100697495
gene19036,102076876
gene19037,100697766
gene19038,100698029
gene19040,100699731
gene19042,100698296
gene19045,100698558
gene19046,100698828
gene19047,102083045
gene19048,102083124
gene19049,100699995
gene19050,100699100
gene19052,100699640
gene19054,100700265
gene19055,100699904
gene19057,100700171
gene19058,102081736
gene19060,102081506
gene19061,100700806
gene19062,100701075
gene19063,100700447
gene19064,100700716
gene19065,100700984
gene19066,100701349
gene19067,100701261
gene19068,100701620
gene19069,100701532
gene19070,100701895
gene19071,100702163
gene19072,100701804
gene19073,100702075
gene19074,100702608
gene19075,100702339
gene19076,100702877
gene19077,100702609
gene19078,102078804
gene19079,100703143
gene19080,100702878
gene19081,100703144
gene19083,100703414
gene19085,100703690
gene19087,100703597
gene19088,100703958
gene19089,100703869
gene19090,100704229
gene19091,100704593
gene19092,100705037
gene19093,100705304
gene19094,100704498
gene19095,100704767
gene19096,112842046
gene19097,100705038
gene19099,102076743
gene19100,100705571
gene19102,100706725
gene19103,100706993
gene19104,100707259
gene19105,100705305
gene19106,100653403
gene19107,100705572
gene19108,100705833
gene19110,100706098
gene19112,100706362
gene19114,100706630
gene19116,100706901
gene19119,100692389
gene19120,102079433
gene19121,100694287
gene19122,100695348
gene19123,100692932
gene19124,102078840
gene19125,100693204
gene19127,100692116
gene19128,100693479
gene19130,100693741
gene19131,100694009
gene19132,102079449
gene19133,100694556
gene19138,100694824
gene19140,102079803
gene19142,100695081
gene19144,100697471
gene19145,102081518
gene19147,100697205
gene19148,109204725
gene19150,100695352
gene19151,100695085
gene19152,100696672
gene19154,100697739
gene19155,100695883
gene19156,100696142
gene19157,100696407
gene19159,109204726
gene19161,109204777
gene19163,109204727
gene19164,109204781
gene19165,109204782
gene19168,100708727
gene19170,100708455
gene19171,100708190
gene19172,100707917
gene19173,100706044
gene19174,102075944
gene19175,100707644
gene19176,100705781
gene19177,112842015
gene19178,100707379
gene19180,100705250
gene19182,100704984
gene19183,100707109
gene19185,100704713
gene19186,100704446
gene19187,100706847
gene19188,100704180
gene19189,100703911
gene19190,100703640
gene19195,100703365
gene19196,100703095
gene19197,100702830
gene19199,100702562
gene19200,100706574
gene19201,100702292
gene19202,100702029
gene19203,100701755
gene19204,100706305
gene19205,100701482
gene19206,100701207
gene19208,109204846
gene19209,100700931
gene19210,100700664
gene19213,100709533
gene19214,100709265
gene19215,100708994
gene19216,100696856
gene19217,106097520
gene19218,100692215
gene19219,102081675
gene19220,100711610
gene19221,100692485
gene19222,100711880
gene19223,100692753
gene19224,102082454
gene19225,100712150
gene19226,100712420
gene19227,100693026
gene19228,100693294
gene19229,100689799
gene19230,100693826
gene19231,100690068
gene19232,102076076
gene19234,100694100
gene19235,100690333
gene19239,100694372
gene19240,100694639
gene19241,100695170
gene19242,100695431
gene19243,100690603
gene19244,102077897
gene19245,100691219
gene19246,100695693
gene19248,106096653
gene19249,112842026
gene19251,100695958
gene19252,100696220
gene19253,100691488
gene19254,100691948
gene19255,100696485
gene19257,112842011
gene19258,109204858
gene19259,109204873
gene19260,109204744
gene19262,109204743
gene19263,100704013
gene19264,100703745
gene19265,100703469
gene19266,100703200
gene19268,100701037
gene19269,100702661
gene19270,100700767
gene19271,100702390
gene19272,100700502
gene19273,102076679
gene19274,100700225
gene19275,100699957
gene19276,100699691
gene19278,100699421
gene19280,112841931
gene19281,100702125
gene19282,100701856
gene19284,100698888
gene19285,100698353
gene19286,112842021
gene19287,100705357
gene19289,109204836
gene19291,109199971
gene19292,100690623
gene19294,100704935
gene19296,100697214
gene19297,100696947
gene19298,109200009
gene19300,100696681
gene19302,100698617
gene19304,109204745
gene19307,100709483
gene19309,109194145
gene19310,109202475
gene19316,100702930
gene19317,100704821
gene19318,100703861
gene19321,100698188
gene19322,102078078
gene19324,100697919
gene19326,106097322
gene19330,102077559
gene19331,109204702
gene19332,109204705
gene19335,109194291
gene19336,100704285
gene19337,100704552
gene19339,100699255
gene19340,100698720
gene19342,109200111
gene19343,100699530
gene19344,106097324
gene19346,106097617
gene19347,109205098
gene19348,109194175
gene19349,100696226
gene19350,100697201
gene19351,100697467
gene19356,102078811
gene19357,100697734
gene19358,100697997
gene19359,100698268
gene19360,109205037
gene19361,100698529
gene19362,102079536
gene19363,100699339
gene19364,100695966
gene19367,112842059
gene19368,100699612
gene19369,100699874
gene19370,100700142
gene19371,100696491
gene19372,102080743
gene19373,106096811
gene19376,109200246
gene19377,109200245
gene19379,100698799
gene19380,102077551
gene19381,112842157
gene19382,109200244
gene19383,100692914
gene19384,109205038
gene19385,100708677
gene19386,100708948
gene19387,100707865
gene19388,100709220
gene19389,100709481
gene19390,100702586
gene19391,109204997
gene19392,109205063
gene19393,109205062
gene19394,100702318
gene19395,106097413
gene19396,100702052
gene19397,100701779
gene19398,106096951
gene19399,102081822
gene19401,109200673
gene19402,100701234
gene19405,109194197
gene19406,100692371
gene19411,100691831
gene19412,100695329
gene19413,100695062
gene19414,100694802
gene19415,100694534
gene19417,100691562
gene19418,100691291
gene19421,102077631
gene19422,102078289
gene19423,100693723
gene19424,112842210
gene19425,100697450
gene19426,100693462
gene19427,102078731
gene19428,100697184
gene19429,102079100
gene19430,100692099
gene19431,100696917
gene19432,100696387
gene19434,100696651
gene19435,100696123
gene19437,100695862
gene19439,102080435
gene19441,100693991
gene19442,112842174
gene19443,109204911
gene19449,112842161
gene19450,100693043
gene19451,100693310
gene19452,109194495
gene19453,100692770
gene19454,100693581
gene19455,102082971
gene19456,102083193
gene19457,100697317
gene19459,100691052
gene19460,100534421
gene19461,100691591
gene19462,100691319
gene19463,112842099
gene19464,109204919
gene19465,109204916
gene19467,100709662
gene19468,100709936
gene19470,100709394
gene19472,100710200
gene19473,109200116
gene19474,100710457
gene19476,100702853
gene19477,100703121
gene19478,100703391
gene19479,102083187
gene19480,102083107
gene19481,102080121
gene19482,100710441
gene19483,100710180
gene19485,100709915
gene19486,100709642
gene19487,100705630
gene19488,100705365
gene19489,100709374
gene19491,100705099
gene19492,100704829
gene19493,100709105
gene19494,100708831
gene19495,100704560
gene19496,100708563
gene19498,100708293
gene19499,100708023
gene19500,100704293
gene19502,112842163
gene19505,100707754
gene19506,102076649
gene19508,100707487
gene19510,100707223
gene19511,100706961
gene19512,100706690
gene19513,100706423
gene19514,100706162
gene19516,100704021
gene19517,100705895
gene19518,100703752
gene19519,100699519
gene19520,100699243
gene19521,100701959
gene19522,102082072
gene19524,100701684
gene19525,100701414
gene19527,100701141
gene19528,100698709
gene19529,100698441
gene19531,100700868
gene19532,100698177
gene19534,100700601
gene19535,100700324
gene19536,100697909
gene19537,100697641
gene19538,100700053
gene19539,100702225
gene19540,100699787
gene19541,100534517
gene19543,100691322
gene19544,100692129
gene19545,100692400
gene19546,100691593
gene19547,100691861
gene19548,100692673
gene19549,100692946
gene19552,112842164
gene19556,102081755
gene19557,109194622
gene19559,100691971
gene19561,109204906
gene19562,109204907
gene19563,109204989
gene19564,112842166
gene19565,112842204
gene19566,109194644
gene19567,100712560
gene19568,109194645
gene19569,100689942
gene19570,100690207
gene19571,100710680
gene19572,102082793
gene19573,100690476
gene19574,100690750
gene19576,100693448
gene19577,100691016
gene19578,100691280
gene19579,106098523
gene19580,100700919
gene19582,100701743
gene19583,100691819
gene19584,100692089
gene19585,100692360
gene19586,100692633
gene19587,100692902
gene19588,100693174
gene19589,100693708
gene19590,100693976
gene19592,100694251
gene19593,100694517
gene19594,100694785
gene19595,100695044
gene19596,106098518
gene19597,100695576
gene19600,106098519
gene19601,100695845
gene19602,100696103
gene19603,109205070
gene19604,100696368
gene19605,102077621
gene19606,100696632
gene19607,100696898
gene19609,100697164
gene19610,100697431
gene19611,100707367
gene19612,100697699
gene19613,102078753
gene19614,100697960
gene19615,100707630
gene19616,100698232
gene19617,100707902
gene19619,100698495
gene19620,100708175
gene19621,100698765
gene19622,100699036
gene19624,102078404
gene19625,100708634
gene19626,102078503
gene19627,100708904
gene19628,100699307
gene19629,100709618
gene19630,102080392
gene19631,100699580
gene19632,100699844
gene19633,100700111
gene19634,100700383
gene19635,100700655
gene19636,112842167
gene19660,109205096
gene19662,100701470
gene19664,100702017
gene19665,106098517
gene19666,100707860
gene19667,100708130
gene19668,100708398
gene19670,100708672
gene19672,100708943
gene19673,100707585
gene19674,102082966
gene19675,100709214
gene19676,100709477
gene19678,112841698
gene19680,100709749
gene19681,109205016
gene19683,100710019
gene19684,102076363
gene19685,109194452
gene19686,100710285
gene19687,109194294
gene19688,100695670
gene19689,109205019
gene19692,102076749
gene19694,102076353
gene19697,109205022
gene19698,100706833
gene19699,109204941
gene19700,106098520
gene19701,109205012
gene19702,109194447
gene19703,102076905
gene19705,100706561
gene19707,102078794
gene19709,100706293
gene19710,100711488
gene19711,100706032
gene19712,100705770
gene19713,100711215
gene19714,100710946
gene19715,100705507
gene19716,100710415
gene19717,100705240
gene19718,100704974
gene19719,100704703
gene19720,100704435
gene19721,109194151
gene19722,100704169
gene19723,100703899
gene19724,100703628
gene19725,100703354
gene19726,100703084
gene19727,100702818
gene19728,100702550
gene19729,100702613
gene19730,100694931
gene19731,100702342
gene19736,112841643
gene19737,102081540
gene19739,109204988
gene19741,100702079
gene19742,100694401
gene19743,100701807
gene19744,100701535
gene19746,102082853
gene19747,100694132
gene19748,100693858
gene19749,100701264
gene19751,100693597
gene19752,100700988
gene19753,100693328
gene19754,100700720
gene19755,100700451
gene19756,109194155
gene19757,100699908
gene19758,100699643
gene19759,100693060
gene19760,100699370
gene19761,102076498
gene19762,100699103
gene19763,100698831
gene19764,100698560
gene19766,112842069
gene19769,100692786
gene19771,100698299
gene19772,100698032
gene19773,109204927
gene19778,109204986
gene19779,109194652
gene19783,102078514
gene19785,100697769
gene19786,100697497
gene19787,100697232
gene19788,102079500
gene19789,100696964
gene19790,100696699
gene19791,100696432
gene19792,109204985
gene19793,102079939
gene19794,100696165
gene19795,102080298
gene19797,100695907
gene19801,100692517
gene19802,100692248
gene19803,100695638
gene19804,100691980
gene19805,100695376
gene19806,100691710
gene19807,100695111
gene19808,100691442
gene19809,100694582
gene19810,100694314
gene19811,102076746
gene19812,100694039
gene19813,100693769
gene19815,106097961
gene19816,100693507
gene19817,100693232
gene19818,102083258
gene19819,100691171
gene19820,100690721
gene19821,100692962
gene19822,100692688
gene19823,100692417
gene19824,100692147
gene19825,100690446
gene19826,100690179
gene19827,100689914
gene19828,100712179
gene19829,109194609
gene19831,109204984
gene19832,112841689
gene19833,100691878
gene19834,100711908
gene19835,100691610
gene19836,100711638
gene19837,100691340
gene19838,100691072
gene19839,100711366
gene19840,100690809
gene19841,100690534
gene19843,109194648
gene19844,112842097
gene19845,100690266
gene19846,100690001
gene19847,102078579
gene19848,100689732
gene19849,100712352
gene19850,100712085
gene19851,100711818
gene19854,100711550
gene19858,100711096
gene19860,100711278
gene19861,100534470
gene19862,100711015
gene19863,100710746
gene19864,100710478
gene19866,100710220
gene19867,100710034
gene19868,100709765
gene19869,100709955
gene19870,100709681
gene19871,100709410
gene19872,100709321
gene19874,100708871
gene19875,100708602
gene19876,100708330
gene19877,106097969
gene19878,100707792
gene19879,100709047
gene19880,100708779
gene19881,100707521
gene19882,100707261
gene19884,100708509
gene19885,100706995
gene19886,109194402
gene19887,100708242
gene19888,109194374
gene19889,100706726
gene19890,109194650
gene19891,109194651
gene19892,106097646
gene19894,100709486
gene19896,102075542
gene19897,100706456
gene19898,106097974
gene19899,106097975
gene19901,100705664
gene19902,100707971
gene19903,100705400
gene19904,102076499
gene19907,100704862
gene19908,106096432
gene19909,106097976
gene19910,100700618
gene19913,102076878
gene19914,106097973
gene19915,100703789
gene19916,100702702
gene19920,100702433
gene19921,100702164
gene19922,100701896
