Gene_ID,Genebank
gene10089,100706626
gene10090,100690718
gene10094,100690176
gene10097,100705923
gene10100,100689910
gene10101,100705660
gene10102,109202905
gene10103,100712261
gene10104,100712528
gene10105,100711993
gene10107,100711724
gene10108,100711452
gene10109,100711180
gene10110,100710915
gene10111,100704944
gene10112,112841663
gene10113,102083141
gene10114,109202903
gene10116,100710649
gene10117,100710385
gene10118,100710122
gene10120,100709855
gene10121,100704672
gene10122,100709583
gene10123,100709316
gene10124,100709042
gene10125,100708774
gene10126,100708237
gene10127,100707966
gene10129,100704137
gene10130,100707696
gene10131,100703867
gene10132,100707429
gene10133,100703595
gene10134,102078212
gene10135,100707160
gene10140,102078439
gene10141,100702874
gene10142,100702605
gene10143,106097879
gene10145,102079122
gene10146,100702337
gene10147,100702072
gene10148,100706359
gene10149,100706095
gene10151,100705830
gene10153,100701801
gene10154,100705568
gene10155,106097889
gene10156,100705035
gene10157,100704765
gene10158,100704496
gene10161,100704227
gene10162,100703956
gene10163,100703688
gene10164,102081153
gene10165,100701529
gene10166,100703412
gene10167,109194160
gene10169,100702875
gene10171,100702606
gene10172,106097891
gene10173,100702338
gene10174,100702073
gene10175,100700712
gene10177,100700443
gene10178,100701802
gene10179,102083174
gene10180,100700167
gene10182,100701530
gene10183,100701258
gene10184,100700981
gene10185,100700713
gene10186,100698730
gene10187,109202898
gene10188,100699901
gene10189,100699637
gene10190,100699900
gene10191,100699364
gene10192,100699097
gene10193,102076618
gene10194,100698825
gene10195,100699636
gene10196,100698555
gene10197,100699363
gene10198,102077461
gene10199,100699096
gene10201,100698293
gene10202,100698026
gene10203,100698824
gene10204,100698553
gene10205,100698291
gene10206,100698024
gene10207,100697762
gene10208,100697761
gene10209,100697491
gene10210,102079935
gene10211,100696958
gene10212,100696694
gene10213,100697322
gene10214,100696427
gene10216,100696160
gene10217,100695902
gene10218,102080058
gene10219,100695633
gene10220,100695371
gene10221,100695107
gene10222,100694845
gene10223,100694309
gene10224,100694034
gene10225,100697048
gene10226,100693764
gene10228,100696596
gene10229,100534567
gene10230,100693502
gene10232,100695807
gene10233,100693227
gene10234,100692957
gene10235,100534481
gene10236,100695541
gene10237,100692411
gene10238,100692141
gene10239,100695276
gene10240,100691872
gene10241,109202896
gene10244,106097882
gene10245,106097293
gene10246,109202895
gene10247,100691066
gene10248,100695007
gene10249,100690801
gene10251,102082799
gene10252,100694749
gene10253,100694480
gene10254,100694216
gene10255,100693942
gene10256,100690527
gene10257,100690259
gene10258,100689996
gene10259,100689726
gene10260,100712348
gene10261,100712079
gene10262,100710296
gene10264,106096419
gene10265,100711812
gene10266,100711544
gene10267,100711273
gene10268,100711010
gene10270,100710741
gene10273,102075843
gene10276,100708504
gene10277,100710214
gene10279,100690443
gene10281,100706627
gene10282,100709951
gene10283,100709677
gene10284,100694578
gene10285,100709137
gene10286,100708866
gene10287,100708597
gene10288,100709405
gene10290,100708325
gene10291,102080460
gene10292,100706453
gene10293,100703785
gene10297,109203000
gene10298,100701892
gene10301,112847256
gene10303,100700624
gene10304,100708056
gene10305,102081321
gene10306,100707787
gene10307,100707517
gene10308,100693763
gene10309,100707256
gene10311,100706990
gene10312,100706722
gene10313,100706192
gene10314,100705924
gene10316,100705661
gene10317,100705396
gene10318,100706358
gene10319,100705126
gene10320,100704405
gene10321,100534427
gene10322,100704858
gene10323,100700980
gene10325,100704589
gene10328,100704322
gene10330,100704052
gene10331,100703509
gene10332,100696066
gene10333,100703240
gene10334,100693325
gene10336,100702967
gene10337,100697226
gene10338,100534429
gene10339,100708687
gene10340,100702699
gene10341,100705395
gene10342,102077180
gene10343,100689819
gene10344,100690087
gene10346,106097813
gene10348,100703346
gene10349,100703076
gene10350,100702810
gene10352,100702542
gene10353,100705598
gene10355,100702272
gene10356,100702009
gene10357,100705331
gene10358,106096430
gene10359,100701734
gene10360,100701190
gene10361,106098373
gene10362,102075728
gene10363,100700911
gene10364,100700647
gene10365,100700375
gene10366,100700103
gene10367,100699837
gene10368,100699574
gene10369,100705067
gene10370,100704796
gene10371,100699301
gene10372,100704526
gene10373,100699030
gene10375,100698759
gene10376,102076180
gene10377,100704255
gene10378,100703984
gene10379,100703716
gene10381,100703440
gene10382,100703169
gene10383,100702901
gene10384,100698489
gene10385,100698226
gene10386,100702632
gene10387,100697954
gene10388,106098375
gene10390,100697158
gene10391,100696892
gene10392,100696626
gene10393,100702362
gene10394,100702099
gene10395,100696362
gene10396,100696096
gene10398,102078801
gene10399,109202940
gene10400,100695838
gene10401,100695569
gene10403,102078896
gene10404,100695304
gene10406,100701827
gene10408,102079498
gene10409,100695036
gene10410,100701284
gene10411,100694777
gene10412,100701010
gene10413,100700740
gene10414,100694510
gene10416,100694244
gene10419,100693969
gene10420,100700474
gene10421,102080922
gene10422,100693700
gene10423,100693441
gene10424,100693167
gene10425,100700196
gene10426,100692895
gene10427,100692625
gene10428,100699927
gene10429,100692352
gene10430,100699660
gene10431,100692080
gene10432,100691541
gene10433,100691271
gene10434,100691007
gene10435,100690741
gene10436,112847289
gene10438,100690467
gene10439,100690199
gene10440,102075693
gene10441,100689932
gene10442,100712550
gene10443,100712284
gene10445,100699388
gene10446,100712016
gene10447,100711748
gene10448,100711474
gene10449,100699122
gene10452,100711201
gene10454,100698855
gene10455,100710935
gene10456,100698584
gene10460,100710406
gene10462,112847384
gene10466,100698323
gene10467,100710146
gene10468,102078062
gene10469,100698056
gene10470,100697791
gene10471,100697519
gene10472,100709880
gene10473,100697255
gene10474,100709608
gene10475,100709340
gene10477,100709069
gene10478,100708801
gene10479,100696986
gene10480,100696229
gene10481,100697301
gene10485,100695969
gene10487,100695703
gene10488,100697030
gene10489,102081940
gene10490,100695255
gene10491,109202968
gene10493,109203001
gene10494,100696719
gene10495,100696451
gene10496,100696185
gene10497,100695928
gene10498,102080164
gene10499,100708532
gene10501,100695660
gene10502,100708264
gene10504,100707993
gene10506,100534558
gene10507,100707722
gene10508,100695136
gene10510,100707453
gene10512,100707188
gene10513,100694687
gene10515,100706655
gene10516,100693875
gene10517,100693440
gene10518,100706387
gene10519,100706125
gene10520,100705857
gene10526,100693166
gene10553,109203181
gene10554,100710590
gene10555,100710859
gene10556,102081504
gene10557,102081668
gene10559,100704888
gene10560,100705950
gene10561,100711123
gene10562,100711393
gene10563,106098536
gene10564,106097621
gene10566,109194411
gene10567,100711666
gene10568,100711938
gene10569,100712206
gene10570,100712474
gene10571,100689855
gene10573,100690120
gene10576,100692543
gene10579,102080227
gene10581,100690386
gene10583,100690660
gene10584,100690931
gene10585,102079793
gene10586,100691196
gene10587,100691465
gene10589,112847707
gene10590,100691733
gene10591,100692003
gene10592,100692272
gene10593,100693624
gene10594,100692812
gene10596,100693088
gene10597,100693359
gene10598,100705158
gene10599,100694161
gene10600,102076021
gene10601,112847700
gene10602,100705428
gene10604,100705690
gene10605,100694698
gene10606,100694956
gene10609,100695490
gene10611,100696016
gene10612,100696281
gene10613,100706219
gene10614,100696543
gene10615,100706482
gene10616,100706754
gene10617,100696809
gene10618,100697076
gene10619,102076067
gene10620,100697348
gene10622,100697616
gene10623,100697883
gene10624,109203194
gene10625,100707024
gene10627,100707466
gene10628,109203193
gene10629,102075675
gene10630,100698150
gene10632,100698413
gene10633,100698680
gene10634,102082262
gene10635,100698950
gene10636,100706666
gene10637,100699215
gene10638,100699487
gene10639,100699756
gene10640,100700021
gene10641,100706937
gene10642,100700292
gene10643,100700569
gene10644,100707201
gene10645,100700836
gene10646,100707631
gene10647,100707903
gene10648,100701107
gene10649,100708176
gene10650,100701652
gene10651,109194213
gene10653,100701926
gene10655,100702194
gene10656,102079661
gene10657,100702463
gene10658,100702734
gene10659,100703001
gene10660,100703274
gene10663,100709080
gene10665,100703543
gene10666,100710637
gene10667,100704085
gene10669,100710326
gene10670,100704353
gene10671,100704621
gene10765,100711392
gene10766,102083040
gene10767,109203184
gene10768,100705156
gene10769,100711936
gene10770,100712205
gene10771,102076612
gene10772,106098477
gene10773,102076428
gene10774,109203183
gene10775,102076345
gene10776,100690385
gene10777,100690659
gene10778,102077096
gene10779,100696539
gene10780,100690930
gene10781,102077854
gene10782,102078572
gene10783,100691195
gene10784,100691464
gene10785,100696806
gene10786,100697073
gene10787,100691732
gene10788,100692002
gene10789,100692271
gene10790,100697345
gene10791,100692542
gene10793,109203254
gene10795,100692811
gene10797,100693087
gene10798,100697612
gene10799,100698590
gene10800,100693358
gene10802,102082090
gene10803,100698861
gene10804,102081765
gene10805,100699128
gene10806,100693623
gene10807,100693886
gene10808,100694160
gene10809,100699395
gene10810,106098479
gene10813,102081151
gene10814,100694427
gene10815,100694697
gene10817,102080818
gene10818,100694955
gene10820,100695225
gene10821,100699666
gene10822,100695488
gene10823,102080391
gene10824,102078859
gene10825,100695753
gene10826,100696014
gene10829,100696279
gene10830,100696540
gene10831,100696807
gene10832,100697074
gene10833,102076429
gene10834,100697346
gene10835,100697613
gene10836,100697881
gene10837,100698148
gene10838,100698412
gene10839,100699933
gene10845,100700202
gene10846,100700479
gene10847,100698679
gene10848,100698949
gene10850,102077675
gene10851,100700745
gene10853,100701289
gene10854,100701561
gene10855,100699214
gene10857,100701832
gene10859,100699486
gene10860,102079060
gene10861,100699755
gene10862,100702104
gene10863,100700020
gene10864,100702367
gene10865,100700291
gene10866,100700568
gene10867,100703175
gene10868,100702637
gene10869,100702905
gene10870,100703445
gene10872,100703721
gene10873,100703989
gene10874,100704261
gene10875,100704701
gene10877,100700834
gene10878,100704972
gene10879,100701105
gene10880,100705238
gene10881,100705505
gene10883,100705768
gene10884,100701376
gene10885,100701650
gene10886,100701924
gene10887,100706030
gene10888,100706291
gene10889,100706559
gene10890,100706831
gene10891,100707095
gene10892,100707365
gene10894,100702192
gene10896,100702461
gene10899,100534468
gene10900,100707629
gene10902,100708173
gene10904,109194293
gene10906,100708440
gene10907,100708715
gene10908,100702999
gene10909,100708984
gene10910,100534530
gene10911,100709522
gene10912,100703272
gene10913,100703541
gene10914,100709982
gene10915,100703815
gene10916,100704083
gene10917,102077794
gene10919,100710248
gene10921,100710506
gene10922,100711122
gene10923,100704351
gene10924,100704886
gene10925,109203207
gene10926,100690759
gene10927,112841720
gene10930,109203155
gene10931,100702601
gene10932,100696424
gene10933,109203266
gene10934,109203267
gene10935,112847710
gene10937,109203210
gene10938,109203208
gene10939,112847709
gene10940,100691025
gene10941,109203209
gene10942,100691290
gene10943,100706412
gene10944,109203135
gene10945,100691561
gene10946,100706679
gene10947,100706950
gene10948,100691830
gene10949,100692098
gene10950,109203115
gene10951,109203117
gene10952,100692370
gene10953,100692643
gene10954,100692913
gene10955,100707213
gene10956,100693185
gene10957,100707477
gene10959,100693461
gene10960,100707743
gene10961,100693721
gene10962,100708012
gene10963,100693989
gene10964,102076803
gene10965,100708283
gene10967,100708552
gene10968,100708821
gene10969,102077598
gene10970,100694265
gene10971,100709091
gene10972,100709359
gene10973,100694532
gene10974,100694800
gene10975,100709627
gene10976,100709898
gene10978,102083282
gene10979,100710166
gene10980,100695060
gene10981,100710426
gene10984,100710692
gene10985,100710957
gene10986,100711226
gene10987,100695327
gene10992,100711498
gene10993,100695593
gene10994,102075651
gene10995,102080367
gene10997,100695860
gene10998,100696121
gene10999,102080462
gene11000,100696385
gene11001,100696649
gene11002,100711772
gene11003,100712037
gene11004,100696915
gene11005,102081185
gene11006,100712305
gene11007,100697182
gene11008,100712570
gene11009,100689953
gene11010,100697449
gene11011,102082481
gene11012,100697716
gene11013,100690219
gene11014,100690486
gene11015,100697977
gene11016,109203134
gene11017,100698248
gene11018,100698779
gene11019,100691968
gene11021,100691431
gene11022,100691160
gene11023,100690895
gene11024,109203133
gene11026,109203139
gene11027,109203204
gene11029,109203247
gene11030,100710112
gene11031,100709845
gene11032,100709573
gene11033,100709307
gene11034,100710640
gene11035,100709034
gene11036,109203140
gene11037,109203206
gene11038,100708765
gene11039,102082245
gene11041,112847711
gene11043,100708495
gene11044,106097985
gene11045,100691443
gene11046,100691711
gene11047,100691981
gene11048,100692518
gene11050,100702882
gene11051,100703148
gene11052,100703418
gene11053,100703694
gene11054,100692787
gene11055,100703961
gene11056,100704232
gene11057,100693061
gene11059,100693329
gene11061,100704501
gene11063,100704770
gene11064,100693859
gene11065,100693598
gene11066,100705041
gene11067,109203141
gene11068,102079157
gene11069,102076020
gene11070,109203212
gene11071,109203213
gene11072,100694133
gene11073,100706727
gene11074,100694402
gene11075,112841692
gene11076,100694670
gene11077,100707262
gene11078,100707522
gene11079,100694933
gene11083,100707972
gene11084,100695204
gene11085,100695466
gene11086,100708243
gene11087,100708510
gene11089,109203217
gene11091,109203219
gene11094,109194392
gene11096,109203216
gene11098,109203222
gene11100,109203218
gene11103,109203223
gene11105,100695992
gene11106,100696254
gene11107,100696518
gene11108,100696786
gene11109,100708780
gene11111,100709048
gene11112,100697052
gene11114,100697326
gene11115,100709495
gene11116,100534395
gene11117,100697588
gene11118,100710035
gene11119,100710300
gene11120,100697860
gene11121,102082848
gene11122,100710562
gene11123,100710832
gene11124,100711279
gene11126,100711551
gene11127,100711819
gene11129,102082180
gene11130,100698126
gene11131,100698394
gene11132,100712353
gene11133,100689733
gene11134,100690002
gene11135,100690267
gene11136,100698659
gene11137,100690535
gene11138,100698928
gene11139,100690810
gene11140,100691073
gene11141,100691341
gene11143,100691611
gene11146,100699193
gene11147,100699461
gene11148,102079739
gene11149,100691879
gene11150,100692148
gene11151,100692418
gene11152,100692689
gene11153,100699733
gene11154,100699997
gene11156,100700545
gene11157,100700808
gene11158,102078543
gene11159,100692963
gene11160,100693233
gene11161,100701077
gene11162,100701351
gene11163,100693508
gene11164,100693770
gene11165,100694040
gene11167,100694669
gene11168,100694932
gene11169,100695203
gene11170,100695465
gene11171,100695729
gene11172,100695991
gene11173,100696517
gene11174,100696785
gene11175,100696253
gene11176,100701623
gene11177,100697233
gene11178,100697498
gene11179,100697770
gene11180,100698033
gene11181,100698300
gene11182,100701897
gene11183,100702165
gene11184,102083099
gene11185,100702434
gene11186,100698561
gene11189,100702703
gene11190,106097779
gene11191,100698832
gene11192,100699274
gene11193,100699547
gene11194,100699813
gene11195,100700081
gene11196,100702973
gene11197,100703246
gene11199,100700352
gene11200,100700628
gene11201,100700892
gene11202,100701171
gene11203,100701442
gene11204,100701713
gene11205,100703515
gene11207,112841638
gene11208,100703791
gene11209,100702251
gene11210,100702520
gene11211,100704058
gene11212,100702972
gene11213,100703245
gene11214,100704327
gene11216,102078864
gene11217,100704596
gene11218,100703514
gene11219,100703790
gene11220,100704863
gene11221,100704057
gene11224,100705132
gene11225,100704676
gene11226,100705401
gene11227,100704948
gene11228,100705212
gene11230,100705480
gene11231,100705743
gene11232,100705665
gene11233,100706003
gene11234,100705927
gene11235,100706196
gene11256,109203125
gene11258,109203142
gene11260,100706457
gene11261,100706728
gene11262,109203120
gene11265,112847676
gene11266,100706267
gene11267,100706998
gene11268,100706534
gene11269,100706997
gene11270,100707263
gene11272,100707523
gene11273,100707793
gene11274,100707524
gene11276,100707794
gene11277,100708062
gene11278,100708331
gene11280,100708063
gene11282,100708603
gene11283,100708332
gene11284,100708872
gene11285,100709143
gene11286,100708604
gene11287,100709588
gene11288,100709860
gene11290,100710126
gene11296,100708873
gene11297,102079441
gene11298,100709144
gene11299,100710563
gene11300,100710833
gene11301,100709411
gene11302,100709682
gene11303,100709956
gene11304,100711097
gene11305,102078473
gene11306,100710221
gene11307,109203245
gene11308,100711367
gene11309,100710479
gene11310,102077535
gene11312,100711639
gene11313,100711909
gene11314,100711016
gene11315,100712180
gene11316,100712447
gene11317,100711280
gene11318,100711552
gene11319,100711820
gene11320,100712087
gene11321,109194208
gene11323,100712354
gene11325,100689828
gene11327,100690095
gene11328,100690362
gene11329,100689734
gene11330,102075788
gene11331,102075964
gene11332,100690003
gene11333,100690268
gene11334,100690634
gene11335,100690905
gene11336,100690536
gene11337,100690811
gene11338,100691172
gene11339,100691074
gene11341,100707335
gene11342,109203249
gene11343,100691880
gene11345,100692149
gene11348,100691762
gene11349,100710366
gene11350,100691496
gene11351,100710104
gene11352,102083026
gene11353,100709837
gene11354,100691226
gene11355,100690964
gene11356,100690697
gene11357,102076478
gene11358,100709567
gene11359,112847627
gene11360,100690421
gene11362,100709299
gene11363,100709026
gene11364,100708757
gene11365,109203251
gene11366,100690154
gene11367,100689891
gene11368,100708306
gene11369,100708035
gene11370,100712509
gene11371,102076195
gene11372,100707767
gene11373,100707498
gene11374,100706881
gene11375,100706607
gene11376,100706339
gene11377,100706075
gene11378,100712240
gene11379,100705812
gene11380,100711972
gene11381,100705548
gene11382,100711703
gene11383,100705282
gene11384,100711432
gene11385,100705015
gene11386,100711162
gene11387,100704745
gene11389,100704476
gene11390,100704207
gene11391,112847706
gene11392,100703669
gene11393,100710897
gene11395,109194283
gene11396,109203253
gene11397,102078013
gene11398,102075682
gene11400,109203143
gene11402,100704400
gene11404,109203144
gene11405,102079583
gene11408,100534539
gene11409,100709934
gene11410,102081848
gene11412,102082286
gene11414,100709660
gene11415,109203262
gene11416,109203257
gene11417,109203145
gene11418,112847712
gene11419,106098356
gene11420,100706614
gene11421,100709123
gene11423,100708851
gene11424,109203258
gene11425,100708582
gene11426,102080873
gene11427,100695195
gene11428,100694924
gene11429,100694661
gene11430,100708312
gene11431,100707773
gene11432,100707242
gene11433,100706977
gene11434,100706709
gene11435,112841775
gene11436,100701335
gene11439,109203260
gene11440,109203259
gene11441,100706346
gene11442,102082809
gene11443,100706181
gene11444,100705912
gene11445,100706082
gene11446,100705648
gene11447,102083133
gene11448,100705383
gene11449,100705115
gene11450,100704847
gene11452,100704578
gene11453,100704310
gene11454,102075974
gene11455,109194528
gene11456,109203261
gene11459,109203256
gene11460,100703227
gene11461,100705555
gene11462,100702954
gene11463,100702688
gene11465,100702417
gene11466,100704930
gene11467,100702151
gene11468,100701881
gene11469,100701606
gene11471,100704658
gene11472,100704391
gene11473,100701062
gene11474,100704124
gene11475,100700793
gene11477,100703675
gene11478,100703398
gene11479,100703128
gene11480,100702861
gene11481,102081367
gene11482,100702593
gene11483,102079331
gene11484,100699981
gene11485,100699717
gene11486,100702325
gene11487,100702060
gene11488,100699447
gene11489,100701789
gene11490,102080841
gene11491,100701517
gene11492,100699180
gene11493,100701245
gene11494,100698913
gene11495,100700968
gene11496,100698643
gene11497,100698378
gene11499,100700700
gene11500,100700431
gene11501,100700155
gene11502,100698111
gene11503,100697846
gene11504,100697574
gene11505,100697311
gene11506,100697039
gene11508,102077328
gene11509,100696771
gene11510,100699888
gene11511,102076538
gene11512,100696504
gene11513,100696239
gene11514,100699625
gene11515,100695978
gene11516,100695713
gene11517,100699352
gene11518,100695449
gene11519,100695188
gene11520,102083264
gene11521,100694916
gene11522,100694654
gene11523,100694387
gene11524,100694117
gene11525,100693843
gene11526,100699085
gene11527,100698812
gene11528,100698541
gene11529,100698113
gene11530,100693582
gene11531,100697387
gene11532,100697653
gene11533,100697116
gene11534,102081621
gene11535,100696850
gene11536,100696584
gene11537,100696321
gene11538,100696055
gene11539,100695796
gene11540,100693311
gene11541,100695097
gene11542,100695528
gene11543,100694837
gene11544,100694570
gene11545,102079574
gene11546,100693044
gene11547,100692771
gene11548,100692503
gene11549,100694300
gene11550,100694024
gene11551,109203269
gene11552,102080655
gene11553,100692232
gene11554,100691964
gene11555,100693493
gene11556,100693218
gene11557,100692947
gene11558,100692674
gene11559,100691694
gene11560,100692401
gene11561,100692130
gene11563,100691862
gene11564,100691429
gene11565,100691426
gene11566,100691158
gene11567,100691156
gene11568,100690892
gene11569,100704942
gene11570,109203128
gene11571,100690620
gene11572,100690349
gene11573,100690706
gene11574,100690083
gene11575,100689816
gene11576,100690430
gene11577,100690163
gene11579,100712436
gene11580,100712518
gene11581,100712166
gene11582,100712249
gene11583,100711981
gene11584,100711713
gene11585,100711895
gene11586,100711626
gene11587,100711354
gene11588,100711442
gene11589,100711171
gene11590,100710906
gene11591,100711085
gene11592,100710820
gene11593,100710641
gene11594,102080773
gene11595,100710549
gene11596,106098419
gene11597,100710287
gene11598,100710021
gene11600,100709935
gene11601,102080013
gene11602,100709661
gene11603,100709751
gene11604,100709393
gene11605,100709124
gene11606,100708852
gene11607,100709479
gene11608,100708583
gene11609,100708313
gene11610,100709216
gene11611,100708945
gene11612,102078814
gene11613,100708674
gene11614,100708401
gene11615,100708133
gene11616,100708043
gene11617,100707774
gene11618,100707505
gene11620,100707863
gene11621,100707589
gene11622,100707243
gene11623,100707326
gene11624,100707058
gene11625,100706978
gene11626,100706789
gene11627,100706517
gene11628,100706251
gene11629,100706710
gene11630,100706442
gene11631,100705987
gene11635,109203275
gene11639,102075556
gene11640,100706182
gene11641,100705913
gene11643,100705727
gene11644,100705466
gene11645,100705197
gene11646,100705649
gene11647,100704931
gene11648,100705384
gene11650,100705116
gene11651,100704659
gene11652,100704392
gene11653,100704848
gene11654,100704579
gene11655,100704311
gene11656,100704125
gene11658,100704040
gene11659,100703774
gene11660,100703856
gene11663,100703498
gene11665,100703228
gene11667,102080095
gene11669,100703584
gene11670,100702955
gene11671,100702689
gene11672,100703313
gene11676,100703042
gene11678,109203149
gene11679,100702775
gene11681,100702418
gene11683,100534532
gene11684,100701882
gene11685,112847713
gene11688,100702504
gene11689,100702235
gene11690,102078073
gene11691,100701970
gene11692,100701694
gene11693,100701151
gene11694,100700876
gene11695,100700609
gene11696,100700333
gene11697,100700061
gene11698,100699796
gene11699,100701607
gene11700,102076923
gene11701,100701153
gene11702,100699528
gene11703,109203283
gene11704,100700878
gene11705,100700610
gene11706,102076083
gene11707,100698988
gene11708,100700334
gene11709,100698718
gene11710,109203284
gene11711,100700062
gene11712,100698451
gene11713,100699797
gene11714,100699529
gene11715,100698186
gene11716,100699254
gene11717,100697917
gene11718,100698989
gene11719,100697651
gene11721,100698719
gene11722,100698452
gene11723,100697385
gene11724,102081517
gene11725,102081167
gene11726,100697114
gene11727,100696848
gene11728,100698187
gene11729,100696582
gene11731,100697918
gene11732,100697652
gene11733,100697386
gene11734,100697115
gene11735,100696849
gene11736,109203285
gene11739,100696583
gene11741,100696053
gene11743,100695794
gene11744,100695526
gene11745,100695263
gene11747,100694994
gene11748,100694735
gene11749,100696320
gene11750,100696054
gene11752,102077512
gene11753,100695795
gene11754,102077135
gene11755,100695527
gene11756,100695264
gene11757,100694202
gene11758,100694995
gene11759,100694736
gene11762,100694467
gene11763,109203091
gene11764,100693929
gene11765,100693663
gene11766,100693401
gene11767,100693129
gene11769,100693928
gene11773,100693400
gene11775,100693128
gene11776,102082717
gene11778,100692853
gene11779,100692583
gene11782,100692312
gene11783,100692854
gene11785,100692584
gene11786,100692313
gene11787,100692044
gene11788,100692043
gene11789,100691771
gene11790,100691772
gene11791,100691503
gene11792,100691323
gene11793,100691235
gene11794,100691055
gene11797,100690972
gene11801,100690247
gene11803,100690704
gene11804,100690428
gene11805,100690161
gene11807,100689983
gene11808,100689898
gene11809,100712516
gene11810,102078523
gene11811,100689712
gene11812,100712247
gene11813,100712334
gene11814,102077446
gene11815,100711979
gene11816,100712066
gene11817,100711711
gene11818,100711440
gene11819,100711169
gene11820,100711800
gene11821,100710904
gene11822,100711529
gene11823,100710639
gene11824,100710373
gene11825,100710111
gene11826,100711257
gene11827,100709844
gene11829,100709306
gene11830,100709033
gene11832,109203099
gene11833,100708764
gene11834,100710724
gene11837,106098460
gene11838,102079920
gene11839,109203101
gene11840,100710456
gene11841,100708494
gene11842,100708226
gene11843,100707955
gene11844,100707685
gene11845,100710199
gene11846,100707417
gene11847,102079752
gene11848,112847715
gene11849,100702767
gene11850,100702496
gene11851,112847725
gene11852,100702229
gene11853,100701964
gene11854,100701689
gene11857,100701419
gene11858,112847664
gene11859,102080039
gene11860,102081365
gene11861,100701146
gene11862,100700872
gene11863,102081287
gene11864,100693556
gene11868,100693817
gene11869,100694091
gene11870,100711871
gene11871,100694363
gene11872,100694630
gene11873,100694891
gene11874,100695161
gene11875,100695422
gene11876,100695684
gene11877,100695951
gene11878,112847645
gene11879,100696209
gene11880,100696474
gene11881,100712139
gene11882,100712409
gene11883,100689788
gene11884,100696743
gene11885,100697011
gene11886,100690057
gene11887,100690677
gene11888,100690945
gene11889,100697281
gene11890,100697543
gene11891,109194230
gene11892,100692016
gene11893,100697816
gene11895,109203130
gene11896,109203111
gene11897,109203110
gene11898,102082294
gene11899,109203109
gene11901,112847728
gene11904,109203113
gene11905,109203114
gene11908,100707149
gene11909,100698885
gene11910,100534502
gene11911,100698614
gene11912,100698350
gene11913,100692287
gene11914,102075744
gene11915,100698083
gene11916,109203122
gene11917,100697040
gene11918,100697312
gene11919,112847726
gene11921,100697575
gene11922,100696505
gene11923,100696772
gene11925,112847727
gene11926,109199204
gene11928,109200687
gene11930,100698690
gene11931,102075527
gene11932,102075638
gene11933,100697360
gene11934,102075877
gene11935,102076598
gene11936,100699225
gene11937,100710265
gene11938,100711323
gene11939,100699498
gene11941,109201155
gene11942,102080542
gene11945,109201154
gene11946,109201156
gene11949,102082456
gene11950,106096688
gene11953,102075971
gene11955,100702763
gene11956,100703031
gene11957,112847945
gene11958,102082912
gene11962,109201162
gene11963,106096685
gene11968,109201161
gene11969,109196898
gene11970,112847924
gene11971,112847859
gene11975,102083260
gene11977,109201163
gene11978,112841659
gene11979,102080698
gene11980,112847916
gene11981,109197793
gene11982,109197792
gene11983,102076992
gene11986,102080789
gene11987,100701940
gene11988,100701393
gene11993,100701121
gene11994,100700850
gene11996,100705442
gene11997,100700582
gene11999,100700305
gene12000,100700033
gene12002,100699768
gene12003,112847915
gene12004,106096689
gene12009,112847941
gene12012,100702326
gene12013,100700156
gene12014,100699889
gene12019,100702061
gene12024,100699626
gene12025,100701790
gene12026,100701518
gene12027,100699353
gene12028,100702594
gene12030,100701246
gene12034,109194139
gene12035,106097244
gene12036,100700701
gene12038,109199640
gene12040,109199635
gene12041,100710197
gene12042,100709658
gene12043,102078528
gene12044,100709932
gene12045,100710722
gene12047,102080044
gene12048,100711255
gene12049,106097235
gene12050,100711527
gene12052,109199609
gene12055,100709824
gene12056,102079353
gene12057,112847789
gene12059,102079853
gene12060,100710278
gene12061,100692488
gene12063,100692757
gene12064,100693030
gene12065,102080469
gene12067,100691682
gene12068,100691414
gene12069,100691143
gene12070,109197699
gene12072,109197681
gene12073,109197682
gene12074,100690879
gene12075,102077010
gene12076,100690606
gene12077,100690336
gene12078,100690071
gene12079,100689802
gene12080,100709554
gene12081,100712423
gene12082,102077871
gene12083,109197635
gene12084,106097643
gene12085,100709287
gene12086,100711883
gene12087,109197567
gene12088,106097249
gene12089,100711613
gene12090,100711341
gene12091,102078419
gene12092,112847853
gene12093,106096736
gene12094,112847855
gene12096,106096734
gene12098,109197389
gene12100,106097626
gene12101,100695536
gene12102,100708574
gene12103,100708304
gene12104,100708033
gene12105,100707765
gene12106,100703489
gene12107,100707496
gene12108,100707234
gene12109,102077850
gene12110,100706432
gene12111,100706173
gene12112,100705904
gene12113,112841629
gene12114,100709743
gene12115,100705375
gene12116,109197604
gene12117,109197603
gene12118,106097025
gene12120,109197606
gene12122,102082931
gene12123,100710540
gene12124,100710279
gene12125,112847779
gene12127,100710013
gene12128,100709472
gene12129,100709208
gene12130,109197425
gene12131,102082520
gene12132,109197510
gene12135,112847944
gene12136,106096757
gene12137,102081417
gene12139,112847934
gene12140,109197509
gene12142,109197513
gene12143,109197387
gene12144,106096761
gene12145,100707579
gene12146,100705802
gene12147,100707319
gene12150,100707053
gene12151,102080440
gene12152,109197426
gene12153,112847822
gene12155,100706509
gene12156,109194563
gene12157,100706246
gene12158,102080177
gene12160,109197585
gene12163,109197427
gene12164,112847938
gene12169,100711962
gene12172,106096615
gene12173,100712497
gene12174,100709283
gene12175,100689879
gene12177,100690142
