49293
830	940	643
1270	1388	754
2162	2247	873
2375	2507	959
5035	5100	1092
7009	7175	1158
0	491	0
2182	2774	492
0	238	0
3627	5755	239
0	76	0
458	589	77
3465	5593	209
0	646	0
2595	2750	647
2995	3307	803
0	101	0
1978	2233	102
26146	26262	358
31376	31676	475
32629	36836	776
0	326	0
4039	4155	327
9272	9569	444
10522	14729	742
0	321	0
4034	4150	322
9264	9564	439
10517	14724	740
0	228	0
12986	13101	229
13243	13381	345
0	555	0
2996	3079	556
6635	6764	640
6960	7046	770
7889	8009	857
8127	8274	978
10366	10427	1126
11739	11911	1188
12857	12990	1361
13225	13370	1495
15503	15664	1641
16165	16621	1803
0	555	0
2996	3079	556
6635	6764	640
6960	7046	770
7889	8009	857
8127	8274	978
10366	10427	1126
11739	11911	1188
12857	12990	1361
13225	13355	1495
15503	15664	1626
16165	16621	1788
0	555	0
2996	3079	556
6635	6764	640
6960	7046	770
7889	8009	857
8127	8274	978
10366	10427	1126
11739	11911	1188
12860	12990	1361
13225	13370	1492
15503	15664	1638
16165	16621	1800
0	555	0
2996	3079	556
6635	6764	640
7889	8009	770
8127	8274	891
10366	10427	1039
11739	11911	1101
12857	12990	1274
13225	13370	1408
15503	15664	1554
16165	16621	1716
0	482	0
588	673	483
1036	1418	569
0	218	0
1621	1664	219
1990	2086	263
2677	2820	360
3673	3808	504
3891	4093	640
4453	4583	843
4841	5002	974
5278	5479	1136
5572	5701	1338
5792	6039	1468
6136	6280	1716
6464	6672	1861
6751	7022	2070
9703	9781	2342
0	72	0
268	504	73
0	302	0
1264	1879	303
2876	4481	919
7846	7864	2525
0	301	0
1263	1878	302
2067	2172	918
2875	4480	1024
7845	7994	2630
0	301	0
1263	2172	302
2875	4480	1212
7845	7994	2818
0	297	0
1812	1874	298
2871	4476	361
7841	7990	1967
0	1086	0
1449	1520	1087
1689	1825	1159
2121	2898	1296
0	1086	0
1449	1520	1087
1689	2898	1159
0	103	0
779	955	104
6856	7029	281
44013	45802	455
0	40	0
8684	8814	41
0	55	0
377	665	56
0	32	0
149	384	33
2597	3024	269
0	23	0
2047	2154	24
2282	2372	132
0	136	0
419	535	137
1076	1217	254
1498	1601	396
1989	2130	500
2294	2432	642
2519	2647	781
3123	3271	910
5267	5511	1059
5770	5911	1304
6001	6194	1446
6583	6727	1640
7547	7749	1785
8166	8335	1988
12726	12833	2158
12963	13106	2266
13557	13702	2410
14132	14256	2556
14539	14655	2681
15202	15340	2798
15529	15725	2937
16112	16253	3134
16417	16555	3276
16642	16770	3415
17258	17406	3544
18225	18469	3693
18728	18869	3938
18959	19152	4080
21143	21287	4274
21833	22035	4419
22580	22749	4622
24246	24353	4792
24483	24626	4900
25079	25224	5044
25653	25777	5190
26065	26181	5315
26721	26859	5432
27048	27244	5571
30893	31034	5768
31198	31336	5910
31423	31551	6049
31991	32139	6178
34096	34340	6327
34599	34740	6572
34830	35023	6714
35412	35556	6908
36102	36304	7053
36849	37018	7256
40065	40172	7426
40285	40428	7534
40885	41030	7678
41362	41486	7824
41774	41890	7949
42437	42575	8066
42764	42960	8205
43347	43488	8402
43648	43786	8544
43873	44001	8683
44453	44601	8812
48735	48979	8961
50754	50895	9206
51745	51938	9348
52049	52375	9542
52484	52562	9869
52653	52750	9948
52839	53009	10046
53319	53471	10217
53612	53696	10370
56146	56411	10455
56538	56687	10721
57139	57164	10871
57848	57928	10897
0	81	0
0	73	0
0	253	0
1051	1289	254
1599	1823	493
1935	2129	718
2233	2431	913
2541	2641	1112
3685	3771	1213
4108	4191	1300
4282	4787	1384
0	204	0
2424	2602	205
8366	8474	384
9791	9928	493
10365	12753	631
0	280	0
3151	7471	281
0	318	0
2321	2494	319
3857	3977	493
6995	7083	614
7177	7636	703
8071	8214	1163
8788	8876	1307
0	317	0
2320	2493	318
3856	3976	492
6994	7082	613
7176	7635	702
8787	8875	1162
9122	10660	1251
0	119	0
653	794	120
12773	12875	262
29407	29518	365
0	3805	0
4093	4364	3806
0	4476	0
4648	5060	4477
0	413	0
670	767	414
842	4476	512
4648	5060	4147
0	1613	0
3425	3637	1614
6496	9199	1827
0	1602	0
3414	3622	1603
10156	10382	1812
0	1600	0
3412	3624	1601
10154	13192	1814
0	3318	0
0	1377	0
2425	2487	1378
2573	2644	1441
6749	6916	1513
7099	7177	1681
10102	10185	1760
10309	10411	1844
16966	17483	1947
0	140	0
4384	4482	141
4548	4701	240
17956	18156	394
26419	26548	595
33220	33321	725
34795	35010	827
40751	40939	1043
42293	43058	1232
0	140	0
17956	18156	141
26419	26548	342
33220	33321	472
34795	35010	574
40751	40939	790
42293	43058	979
0	138	0
4382	4480	139
14502	14578	238
17954	18154	315
26417	26546	516
33218	33319	646
34793	35008	748
40749	40937	964
42291	43056	1153
0	138	0
14502	14578	139
17954	18154	216
26417	26546	417
33218	33319	547
34793	35008	649
40749	40937	865
42291	43056	1054
0	137	0
4381	4479	138
17953	18153	237
26416	26545	438
33217	33318	568
34792	35007	670
40748	40936	886
42290	43055	1075
0	137	0
4381	4479	138
17956	18153	237
26416	26545	435
33217	33318	565
34792	35007	667
40748	40936	883
42290	43055	1072
0	254	0
